Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Service_Unit_Name,Service_Unit_Definition,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-IT-001-01-07,CAT-IT-001,CAT-IT-001,Security Awareness Program Operations,"Operate enterprise security awareness programs including phishing simulation campaigns, training content deployment, completion tracking, and risk scoring by business unit. The primary frontline role is a Security Awareness Coordinator. SLAs focus on training completion rate, phishing simulation click rate, and campaign deployment timeliness.",Async,T&M,Hour,Security_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-001-01-08,CAT-IT-001,CAT-IT-001,Vulnerability Management & Scanning Services,"Perform continuous vulnerability scanning, assess findings against risk criteria, prioritize remediation, and track closure across infrastructure and application assets. The primary frontline role is a Vulnerability Analyst. SLAs focus on scan coverage, time-to-remediation by severity, and open vulnerability aging.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-01,CAT-IT-002,CAT-IT-002,Application Modernization Services,"Provide the 'Application Modernization Services' service as an outsourced workflow within the Application Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-02,CAT-IT-002,CAT-IT-002,CRM Platform Administration Services,"Administer CRM platforms (Salesforce, Dynamics, HubSpot) including user management, workflow configuration, report building, data quality maintenance, and integration monitoring. The primary frontline role is a CRM Administrator. SLAs focus on platform uptime, configuration change turnaround, data hygiene scores, and user support resolution time.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-03,CAT-IT-002,CAT-IT-002,Custom Software Development,"Provide the 'Custom Software Development' service as an outsourced workflow within the Application Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-04,CAT-IT-002,CAT-IT-002,ERP Implementation Services,"Provide the 'ERP Implementation Services' service as an outsourced workflow within the Application Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-05,CAT-IT-002,CAT-IT-002,ERP Operations & Ongoing Support,"Provide ongoing operational support for ERP platforms (SAP, Oracle, Workday) including configuration changes, user support, batch job monitoring, transport management, and minor enhancements. The primary frontline role is an ERP Functional Analyst. SLAs focus on incident resolution time, change request turnaround, system availability, and batch job success rate.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-06,CAT-IT-002,CAT-IT-002,Enterprise Collaboration Platform Administration,"Administer enterprise collaboration and productivity platforms (e.g., Microsoft 365, Google Workspace, Slack) including tenant configuration, policy management, license optimization, and user support. The primary frontline role is a Collaboration Platform Administrator. SLAs focus on platform availability, policy compliance, and support ticket resolution time.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-07,CAT-IT-002,CAT-IT-002,Managed Application Support,"Provide the 'Managed Application Support' service as an outsourced workflow within the Application Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-08,CAT-IT-002,CAT-IT-002,Middleware & Integration Platform Operations,"Operate and monitor middleware, ESB, iPaaS, and API gateway platforms including message flow monitoring, error handling, interface health checks, and configuration changes. The primary frontline role is an Integration Operations Analyst. SLAs focus on interface uptime, message processing success rate, error resolution time, and throughput compliance.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-09,CAT-IT-002,CAT-IT-002,SaaS Application Administration Services,"Administer enterprise SaaS platforms (beyond ERP/CRM) by managing user provisioning, configuration, access controls, integrations, and vendor coordination for tools such as ServiceNow, Workday, Concur, or Coupa. The primary frontline role is a SaaS Platform Administrator. SLAs focus on provisioning turnaround, platform uptime, and configuration change completion rate.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-002-01-10,CAT-IT-002,CAT-IT-002,Systems Integration Services,"Provide the 'Systems Integration Services' service as an outsourced workflow within the Application Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-003-01-01,CAT-IT-003,CAT-IT-003,Enterprise Architecture Advisory,"Provide enterprise architecture guidance including target-state architectures, standards, and reference designs across platforms and domains. The primary frontline role is an Enterprise Architect. SLAs commonly include artifact delivery timeliness, standards compliance, and decision support responsiveness.",Async,T&M,Hour,SOC_Enterprise,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-003-01-02,CAT-IT-003,CAT-IT-003,IT Asset Management (ITAM) Operations,"Operate IT asset lifecycle workflows including inventory updates, assignment/return tracking, and reconciliation of hardware/software records. The primary frontline role is an IT Asset Administrator. SLAs commonly include inventory accuracy, request turnaround time, and audit/reconciliation completion rates.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-003-01-03,CAT-IT-003,CAT-IT-003,IT Financial Management (FinOps) Services,"Operate IT financial management and cloud FinOps workflows including cost allocation, showback/chargeback, budget tracking, cloud spend optimization, and variance reporting. The primary frontline role is an IT Financial Analyst / FinOps Practitioner. SLAs focus on cost reporting accuracy, budget variance thresholds, and optimization savings tracking.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-003-01-04,CAT-IT-003,CAT-IT-003,IT Procurement & Service Catalog Operations,"Process IT procurement requests including hardware/software ordering, vendor quote comparison, purchase order management, and service catalog maintenance. The primary frontline role is an IT Procurement Coordinator. SLAs focus on procurement cycle time, catalog accuracy, and order fulfillment timeliness.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-003-01-05,CAT-IT-003,CAT-IT-003,IT Strategy & Roadmap Consulting,"Develop IT strategy, portfolio priorities, and multi-year roadmaps aligned to business outcomes and architecture constraints. The primary frontline role is an IT Strategy Consultant. SLAs typically include roadmap completeness, stakeholder alignment, and on-time delivery of agreed artifacts.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-003-01-06,CAT-IT-003,CAT-IT-003,IT Vendor & Contract Management Operations,"Administer IT vendor relationships including contract tracking, SLA monitoring, renewal management, performance scorecards, and escalation coordination for IT service providers. The primary frontline role is an IT Vendor Manager. SLAs focus on contract renewal timeliness, vendor SLA compliance tracking, and issue resolution time.",Async,T&M,Hour,Project_Manager,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-003-01-07,CAT-IT-003,CAT-IT-003,Software License & Compliance Management,"Manage software license lifecycle including entitlement tracking, compliance auditing, renewal coordination, true-up reconciliation, and license optimization recommendations. The primary frontline role is a License Compliance Analyst. SLAs focus on compliance gap identification rate, renewal timeliness, and cost avoidance tracking.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-004-01-01,CAT-IT-004,CAT-IT-004,Desktop Support & Endpoint Services,"Deliver hands-on and remote endpoint support including workstation troubleshooting, peripheral setup, OS patching, and deskside break-fix. The primary frontline role is a Desktop Support Technician. SLAs focus on incident resolution time, endpoint uptime, and mean time to repair.",Async,T&M,Hour,Desktop_Support,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-004-01-02,CAT-IT-004,CAT-IT-004,End-User Device Imaging & Deployment,"Build, image, configure, and deploy end-user computing devices (laptops, desktops, mobile devices) following standard configurations and security policies. The primary frontline role is a Device Deployment Technician. SLAs focus on deployment turnaround time, image compliance rate, and zero-day readiness.",Async,T&M,Hour,Help_Desk_Device,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-004-01-03,CAT-IT-004,CAT-IT-004,IT Service Management (ITSM) Tool Administration,"Administer ITSM tools (e.g., ticketing and CMDB configurations) by managing workflows, user access, catalogs, and reporting. The primary frontline role is an ITSM Tool Administrator. SLAs typically include request fulfillment time, configuration accuracy, and system uptime/availability for the tool.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-004-01-04,CAT-IT-004,CAT-IT-004,IT Service Request Fulfillment & Provisioning,"Process and fulfill IT service requests such as account creation, software installation, hardware provisioning, and access changes per catalog workflows. The primary frontline role is an IT Fulfillment Specialist. SLAs focus on request completion time, catalog item SLA adherence, and request backlog volume.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-004-01-05,CAT-IT-004,CAT-IT-004,Managed IT Operations,"Provide day-to-day IT operations support such as monitoring, routine maintenance, and runbook execution across core systems. The primary frontline role is an IT Operations Analyst. SLAs typically include incident response time, runbook completion compliance, and service availability targets.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-004-01-06,CAT-IT-004,CAT-IT-004,Service Desk & L1 Help Desk Operations,"Provide first-level IT support via phone, chat, and ticketing systems, handling password resets, access requests, application troubleshooting, and incident triage. The primary frontline role is a Service Desk Analyst. SLAs focus on first-contact resolution rate, average speed to answer, ticket resolution time, and customer satisfaction score.",Async,T&M,Hour,vCISO_Services,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-01,CAT-IT-005,CAT-IT-005,Backup & Disaster Recovery Services,"Provide the 'Backup & Disaster Recovery Services' service as an outsourced workflow within the Infrastructure Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-02,CAT-IT-005,CAT-IT-005,Cloud Infrastructure Operations,"Operate and manage cloud environments (IaaS/PaaS) including resource provisioning, patching, cost optimization, and availability management across AWS, Azure, GCP, or private cloud. The primary frontline role is a Cloud Operations Engineer. SLAs focus on environment uptime, patch compliance, incident response time, and cloud spend variance.",Async,T&M,Hour,Network_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-03,CAT-IT-005,CAT-IT-005,Data Center Operations & Facility Support,"Manage physical data center operations including rack-and-stack, cabling, environmental monitoring, power management, and hands-on hardware maintenance. The primary frontline role is a Data Center Technician. SLAs focus on hardware swap turnaround, environmental compliance, and physical incident response time.",Async,T&M,Hour,Data_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-04,CAT-IT-005,CAT-IT-005,Database Administration Services,"Administer production database environments including performance tuning, backup scheduling, capacity monitoring, patching, and high-availability configuration across relational and NoSQL platforms. The primary frontline role is a Database Administrator. SLAs focus on database uptime, backup success rate, query performance thresholds, and recovery point objectives.",Async,T&M,Hour,Database_Admin,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-05,CAT-IT-005,CAT-IT-005,Identity & Access Management (IAM) Operations,"Operate identity lifecycle workflows including account provisioning, deprovisioning, access request fulfillment, role-based access reviews, and directory services administration. The primary frontline role is an IAM Operations Analyst. SLAs focus on provisioning turnaround time, access review completion rate, and orphan account remediation.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-06,CAT-IT-005,CAT-IT-005,Managed Infrastructure Services,"Provide the 'Managed Infrastructure Services' service as an outsourced workflow within the Infrastructure Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-07,CAT-IT-005,CAT-IT-005,Managed Network Services,"Provide the 'Managed Network Services' service as an outsourced workflow within the Infrastructure Services domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-08,CAT-IT-005,CAT-IT-005,Network Operations Center (NOC) Services,"Provide 24x7 network and infrastructure monitoring, alert triage, incident escalation, and first-level remediation for network devices, circuits, and connectivity. The primary frontline role is a NOC Analyst. SLAs focus on alert acknowledgment time, mean time to escalate, false positive rate, and network availability.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-09,CAT-IT-005,CAT-IT-005,Server & Storage Administration,"Manage physical and virtual server infrastructure including provisioning, OS patching, storage allocation, capacity planning, and decommissioning. The primary frontline role is a Systems Administrator. SLAs focus on server uptime, patch compliance, storage utilization thresholds, and provisioning turnaround time.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-005-01-10,CAT-IT-005,CAT-IT-005,Unified Communications Administration,"Administer enterprise voice, video, and messaging platforms (e.g., Teams, Zoom, Cisco) including user provisioning, configuration changes, license management, and platform health monitoring. The primary frontline role is a UC Administrator. SLAs focus on platform uptime, provisioning turnaround, and incident resolution time.",Async,T&M,Hour,Developer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-006-01-01,CAT-IT-006,CAT-IT-006,AIOps & Intelligent Automation Operations,"Operate AIOps platforms and IT automation workflows including anomaly detection model tuning, automated remediation orchestration, change risk prediction, and capacity forecasting. The primary frontline role is an AIOps Engineer. SLAs focus on automation execution success rate, false positive reduction, and mean time to auto-remediate.",Async,T&M,Hour,Network_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-006-01-02,CAT-IT-006,CAT-IT-006,Application Performance Monitoring (APM) Services,"Operate APM platforms to monitor application health, latency, error rates, and user experience metrics, providing dashboards and proactive alerting to development and operations teams. The primary frontline role is an APM Analyst. SLAs focus on monitoring coverage, alert accuracy, dashboard freshness, and anomaly detection time.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-006-01-03,CAT-IT-006,CAT-IT-006,Capacity Planning & Performance Optimization,"Provide ongoing capacity analysis and performance optimization across compute, storage, network, and cloud resources, producing forecasts and right-sizing recommendations. The primary frontline role is a Capacity Planning Analyst. SLAs focus on forecast accuracy, resource utilization targets, and recommendation implementation rate.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-006-01-04,CAT-IT-006,CAT-IT-006,IT Event & Alert Management Services,"Operate event management workflows including alert correlation, noise reduction, escalation routing, and runbook-driven auto-remediation across IT infrastructure and application monitoring tools. The primary frontline role is an Event Management Analyst. SLAs focus on alert-to-incident conversion rate, noise reduction percentage, and escalation accuracy.",Async,T&M,Hour,SOC_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-IT-006-01-05,CAT-IT-006,CAT-IT-006,Observability Platform Administration,"Administer observability toolchains (e.g., Datadog, Splunk, Grafana, ELK) including agent deployment, log pipeline management, dashboard creation, retention policy enforcement, and user access management. The primary frontline role is an Observability Platform Engineer. SLAs focus on data ingestion reliability, platform uptime, query performance, and onboarding turnaround.",Async,T&M,Hour,Network_Engineer,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-001-01-01,CAT-MK-001,CAT-MK-001,Brand Strategy & Positioning Services,"Develop brand positioning, messaging frameworks, and go-to-market narrative inputs used to guide campaigns and creative execution. The primary frontline role is a Brand Strategist. SLAs typically include milestone timeliness, stakeholder alignment/approval cycles, and deliverable quality acceptance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-001-01-02,CAT-MK-001,CAT-MK-001,Competitive & Market Research Services,"Deliver competitor benchmarking, category research, customer segmentation research inputs, and market sizing to inform brand and campaign planning. The primary frontline role is a Market Research Analyst. SLAs include research turnaround time, source quality standards, and insight/actionability acceptance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-001-01-03,CAT-MK-001,CAT-MK-001,Competitive Intelligence & Benchmarking Services,"Continuously monitor competitor activity, pricing, positioning, and market share; produce structured intelligence reports and battle cards. The primary frontline role is a Competitive Intelligence Analyst. Typical unit of output is an intelligence brief or competitive dashboard update. SLAs focus on monitoring frequency, report delivery cadence, and data accuracy.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-001-01-04,CAT-MK-001,CAT-MK-001,Market Research & Consumer Insights,"Design and run research activities (surveys, interviews, analysis) to produce actionable insights about customers and markets. The primary frontline role is a Market Research Analyst. SLAs commonly include fieldwork turnaround time, data quality checks, and delivery timeliness of insight outputs.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-01,CAT-MK-002,CAT-MK-002,Content Strategy & Calendar Management,"Develop editorial calendars, content taxonomies, and distribution plans across owned channels; coordinate content production pipelines. The primary frontline role is a Content Strategist. Typical unit of output is a content plan or calendar. SLAs focus on publication cadence adherence, pipeline throughput, and channel coverage.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-02,CAT-MK-002,CAT-MK-002,Content Strategy & Editorial Planning Services,"Define content themes, editorial calendars, and distribution plans aligned to audience needs and business objectives. The primary frontline role is a Content Strategist. SLAs include calendar delivery timelines, stakeholder approvals, and content performance reporting cadence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-03,CAT-MK-002,CAT-MK-002,Email Marketing Operations,"Build, test, deploy, and optimize email campaigns including segmentation, A/B testing, deliverability management, and performance reporting. The primary frontline role is an Email Marketing Specialist. Typical unit of output is a deployed email campaign. SLAs focus on send accuracy, deliverability rates, A/B test turnaround, and campaign deployment SLA.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-04,CAT-MK-002,CAT-MK-002,SEO & Content Writing Services,"Create and optimize written content (blogs, landing pages, thought leadership) aligned to SEO and brand guidelines. The primary frontline role is a Content Writer/Copywriter. SLAs typically include content throughput, editorial quality/QA, and on-time delivery against content calendars.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-05,CAT-MK-002,CAT-MK-002,SEO Content Optimization Services,"Optimize existing web content for search performance by updating metadata, internal links, headings, and on-page structure aligned to target keywords. Primary frontline role is an SEO Specialist. Output unit is a page optimized; SLAs include implementation cycle time, technical validation pass rate, and ranking/traffic reporting cadence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-06,CAT-MK-002,CAT-MK-002,SEO Rank Monitoring & Reporting Operations,"Monitor keyword rankings, organic traffic, and technical health metrics, and produce recurring SEO performance reports with insights and prioritized actions. Primary frontline role is an SEO Analyst. Output unit is a reporting cycle or monitoring dashboard refresh; SLAs include reporting timeliness, data accuracy, and alerting responsiveness for critical drops.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-07,CAT-MK-002,CAT-MK-002,Social Media Content Operations,"Operate social content workflows including scheduling, community engagement support, and lightweight reporting using social tools. The primary frontline role is a Social Media Coordinator. SLAs commonly include posting schedule adherence, response time to engagement queues, and content QA compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-002-01-08,CAT-MK-002,CAT-MK-002,Technical SEO Audit & Remediation Support,"Run technical SEO audits and execute remediation tasks such as crawl fixes, sitemap updates, redirect mapping, and Core Web Vitals improvement tickets. Primary frontline role is a Technical SEO Analyst. Output unit is an audit report or remediation ticket closed; SLAs cover defect closure time and post-fix validation.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-003-01-01,CAT-MK-003,CAT-MK-003,Copywriting & Editorial Services,"Write and edit marketing copy for campaigns, websites, email, product descriptions, and long-form content assets. The primary frontline role is a Copywriter. Typical unit of output is a completed copy deliverable (article, email, landing page). SLAs focus on word count delivery, editorial revision turnaround, and brand voice compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-003-01-02,CAT-MK-003,CAT-MK-003,Creative Design & Graphic Production Services,"Create marketing design assets including banners, emails, social graphics, presentations, and print collateral following brand guidelines. The primary frontline role is a Graphic Designer. SLAs include turnaround time, revision cycle thresholds, and brand compliance checks.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-003-01-03,CAT-MK-003,CAT-MK-003,Graphic Design & Visual Production,"Produce visual creative assets such as ads, presentations, and digital collateral following brand standards and revision cycles. The primary frontline role is a Graphic Designer. SLAs typically include turnaround time per asset, revision cycle time, and brand-compliance QA scores.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-003-01-04,CAT-MK-003,CAT-MK-003,Packaging & Print Design Services,"Design product packaging, point-of-sale materials, and print-ready marketing collateral including prepress production. The primary frontline role is a Packaging / Print Designer. Typical unit of output is a print-ready design file. SLAs focus on design turnaround, prepress error rates, and brand guideline adherence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-003-01-05,CAT-MK-003,CAT-MK-003,Photography & Image Production Services,"Plan and execute product photography, lifestyle shoots, and image retouching/post-production for marketing use. The primary frontline role is a Photographer or Photo Retoucher. Typical unit of output is a batch of edited images. SLAs focus on shoot completion, retouching turnaround, and image quality standards.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-003-01-06,CAT-MK-003,CAT-MK-003,Video Editing & Motion Graphics,"Edit video content and create motion assets for campaigns and channels, including cuts, captions, and basic animations. The primary frontline role is a Video Editor or Motion Designer. SLAs commonly include delivery turnaround time, revision cycles, and adherence to technical specs/brand guidelines.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-003-01-07,CAT-MK-003,CAT-MK-003,Video Production & Motion Graphics Services,"Produce video and motion graphics assets including scripting support, editing, animation, captioning, and exports for multi-channel distribution. The primary frontline role is a Video Editor. SLAs include delivery timeliness, quality acceptance, and revision cycle limits.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-004-01-01,CAT-MK-004,CAT-MK-004,Event Lead Management & Follow-Up Operations,"Process event leads, enrich contact data, route to sales, and execute follow-up sequences with tracking and deduplication. Primary frontline role is a Marketing Operations Associate. Output unit is a lead processed/routed; SLAs focus on routing latency, data completeness, and conversion reporting cadence.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-004-01-02,CAT-MK-004,CAT-MK-004,Event Management & Production Services,"Plan, coordinate, and execute corporate events, trade shows, product launches, and conferences including logistics, vendor management, and on-site production. The primary frontline role is an Event Coordinator. Typical unit of output is a managed event. SLAs focus on event delivery milestones, budget adherence, and post-event reporting turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-004-01-03,CAT-MK-004,CAT-MK-004,Event Planning & Logistics Services,"Plan and execute event logistics including venue sourcing, vendor coordination, registration, on-site staffing coordination, and post-event wrap. Primary frontline role is an Event Coordinator. Output unit is an event delivered; SLAs cover on-time readiness, budget adherence, and attendee experience KPIs.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-004-01-04,CAT-MK-004,CAT-MK-004,Virtual Event & Webinar Operations,"Produce and manage virtual events, webinars, and hybrid experiences including platform setup, rehearsals, live production, and post-event content. The primary frontline role is a Virtual Event Producer. Typical unit of output is a produced virtual event or webinar. SLAs focus on event uptime, attendee experience scores, and recording delivery turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-005-01-01,CAT-MK-005,CAT-MK-005,Campaign Operations & Production Management,"Operate end-to-end campaign production workflows, including brief intake, asset routing, approvals, trafficking readiness, and launch coordination across teams and agencies. Primary frontline role is a Marketing Operations Specialist. Typical output unit is a campaign launched or production job ticket closed; SLAs focus on cycle time, on-time launch, and revision/approval turnaround.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-005-01-02,CAT-MK-005,CAT-MK-005,Digital Asset Management Operations,"Ingest, tag, version, and govern brand assets (images, video, copy variants) within a DAM, ensuring discoverability and correct rights metadata. Primary frontline role is a DAM Librarian. Output unit is an asset published/updated in the DAM; SLAs cover metadata accuracy, retrieval time, and rights/expiration compliance.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-005-01-03,CAT-MK-005,CAT-MK-005,Marketing Automation & Campaign Operations,"Build, configure, and execute marketing campaigns within marketing automation platforms (e.g., Marketo, HubSpot), ensuring proper segment targeting and email delivery. The primary frontline role is a Campaign Operations Specialist. SLAs commonly include campaign launch timeliness, configuration accuracy, and defect/error rates in deployment.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-005-01-04,CAT-MK-005,CAT-MK-005,Marketing Data & Analytics Services,"Manage marketing data pipelines, attribution models, and dashboard reporting to track campaign ROI and funnel velocity. The primary frontline role is a Marketing Data Analyst. SLAs typically include reporting delivery timeliness, data accuracy, and dashboard uptime.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-006-01-01,CAT-MK-006,CAT-MK-006,Attribution & Marketing Mix Modeling Support,"Provide operational support for attribution/MTA and MMM workflows, including data pulls, model run coordination, and insight packaging for budget decisions. Primary frontline role is a Marketing Analytics Specialist. Output unit is a model run/insight pack; SLAs emphasize methodology adherence, run cadence, and stakeholder sign-off timelines.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-MK-006-01-02,CAT-MK-006,CAT-MK-006,Email Deployment & Deliverability Management,"Execute email deployment including list hygiene, rendering tests, link validation, and deliverability monitoring with remediation actions. Primary frontline role is an Email Operations Specialist. Output unit is an email send completed; SLAs focus on on-time sends, bounce/complaint thresholds, and QA defect rates.",Async,T&M,Hour,,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
