Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence,Source,Usage_Count,Created_Date,Is_Active,Tower_Code
ALI-01645,test,ST-ENG-005-01-06,Test Automation Engineering Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01646,automation,ST-ENG-005-01-06,Test Automation Engineering Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01647,api development & integration services,ST-ENG-006-01-01,API Development & Integration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01648,api,ST-ENG-006-01-01,API Development & Integration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01649,development,ST-ENG-006-01-01,API Development & Integration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01650,application development (feature build) services,ST-ENG-006-01-02,Application Development (Feature Build) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01651,application,ST-ENG-006-01-02,Application Development (Feature Build) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01652,development,ST-ENG-006-01-02,Application Development (Feature Build) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01653,application maintenance & l2/l3 engineering support,ST-ENG-006-01-03,Application Maintenance & L2/L3 Engineering Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01654,application,ST-ENG-006-01-03,Application Maintenance & L2/L3 Engineering Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01655,maintenance,ST-ENG-006-01-03,Application Maintenance & L2/L3 Engineering Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01656,application maintenance & support,ST-ENG-006-01-04,Application Maintenance & Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01657,application,ST-ENG-006-01-04,Application Maintenance & Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01658,maintenance,ST-ENG-006-01-04,Application Maintenance & Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01659,commercial software product development,ST-ENG-006-01-05,Commercial Software Product Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01660,commercial,ST-ENG-006-01-05,Commercial Software Product Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01661,software,ST-ENG-006-01-05,Commercial Software Product Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01662,custom application development,ST-ENG-006-01-06,Custom Application Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01663,custom,ST-ENG-006-01-06,Custom Application Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01664,application,ST-ENG-006-01-06,Custom Application Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01665,mobile application development,ST-ENG-006-01-07,Mobile Application Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01666,mobile,ST-ENG-006-01-07,Mobile Application Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01667,application,ST-ENG-006-01-07,Mobile Application Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01668,product qa & automated testing,ST-ENG-006-01-08,Product QA & Automated Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01669,product,ST-ENG-006-01-08,Product QA & Automated Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01670,automated,ST-ENG-006-01-08,Product QA & Automated Testing,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01671,api reference generation & documentation ops,ST-ENG-007-01-01,API Reference Generation & Documentation Ops,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01672,api,ST-ENG-007-01-01,API Reference Generation & Documentation Ops,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01673,reference,ST-ENG-007-01-01,API Reference Generation & Documentation Ops,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01674,technical writing & developer documentation services,ST-ENG-007-01-02,Technical Writing & Developer Documentation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01675,technical,ST-ENG-007-01-02,Technical Writing & Developer Documentation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01676,writing,ST-ENG-007-01-02,Technical Writing & Developer Documentation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,ENG
ALI-01677,contract negotiation support services,ST-FA-009-01-02,Contract Negotiation Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01678,contract,ST-FA-009-01-02,Contract Negotiation Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01679,negotiation,ST-FA-009-01-02,Contract Negotiation Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01680,procurement analytics & reporting services,ST-FA-009-01-03,Procurement Analytics & Reporting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01681,procurement,ST-FA-009-01-03,Procurement Analytics & Reporting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01682,analytics,ST-FA-009-01-03,Procurement Analytics & Reporting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01683,purchase order & requisition processing,ST-FA-009-01-04,Purchase Order & Requisition Processing,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01684,purchase,ST-FA-009-01-04,Purchase Order & Requisition Processing,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01685,order,ST-FA-009-01-04,Purchase Order & Requisition Processing,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01686,strategic sourcing support services,ST-FA-009-01-05,Strategic Sourcing Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01687,strategic,ST-FA-009-01-05,Strategic Sourcing Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01688,sourcing,ST-FA-009-01-05,Strategic Sourcing Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01689,supplier onboarding & enablement services,ST-FA-009-01-06,Supplier Onboarding & Enablement Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01690,supplier,ST-FA-009-01-06,Supplier Onboarding & Enablement Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01691,onboarding,ST-FA-009-01-06,Supplier Onboarding & Enablement Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01692,supplier performance management support,ST-FA-009-01-07,Supplier Performance Management Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01693,supplier,ST-FA-009-01-07,Supplier Performance Management Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01694,performance,ST-FA-009-01-07,Supplier Performance Management Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01695,supplier risk & compliance operations,ST-FA-009-01-08,Supplier Risk & Compliance Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01696,supplier,ST-FA-009-01-08,Supplier Risk & Compliance Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01697,risk,ST-FA-009-01-08,Supplier Risk & Compliance Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01698,management reporting services,ST-FA-010-01-02,Management Reporting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01699,management,ST-FA-010-01-02,Management Reporting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01700,reporting,ST-FA-010-01-02,Management Reporting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01701,business license & permit fees administration,ST-FA-011-01-01,Business License & Permit Fees Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01702,business,ST-FA-011-01-01,Business License & Permit Fees Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01703,license,ST-FA-011-01-01,Business License & Permit Fees Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01704,corporate income tax compliance,ST-FA-011-01-02,Corporate Income Tax Compliance,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01705,corporate,ST-FA-011-01-02,Corporate Income Tax Compliance,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01706,income,ST-FA-011-01-02,Corporate Income Tax Compliance,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01707,indirect tax & vat/sales tax compliance,ST-FA-011-01-03,Indirect Tax & VAT/Sales Tax Compliance,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01708,indirect,ST-FA-011-01-03,Indirect Tax & VAT/Sales Tax Compliance,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01709,tax,ST-FA-011-01-03,Indirect Tax & VAT/Sales Tax Compliance,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01710,statutory business taxes,ST-FA-011-01-04,Statutory Business Taxes,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01711,statutory,ST-FA-011-01-04,Statutory Business Taxes,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01712,business,ST-FA-011-01-04,Statutory Business Taxes,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01713,cash management & positioning,ST-FA-012-01-01,Cash Management & Positioning,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01714,cash,ST-FA-012-01-01,Cash Management & Positioning,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01715,management,ST-FA-012-01-01,Cash Management & Positioning,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01716,"payments, wires & bank operations",ST-FA-012-01-02,"Payments, Wires & Bank Operations",MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01717,payments,ST-FA-012-01-02,"Payments, Wires & Bank Operations",MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01718,wires,ST-FA-012-01-02,"Payments, Wires & Bank Operations",MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01719,payroll processing services,ST-FA-012-01-03,Payroll Processing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01720,payroll,ST-FA-012-01-03,Payroll Processing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01721,processing,ST-FA-012-01-03,Payroll Processing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01722,payroll tax & statutory compliance services,ST-FA-012-01-04,Payroll Tax & Statutory Compliance Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01723,payroll,ST-FA-012-01-04,Payroll Tax & Statutory Compliance Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01724,tax,ST-FA-012-01-04,Payroll Tax & Statutory Compliance Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01725,time & attendance administration,ST-FA-012-01-05,Time & Attendance Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01726,time,ST-FA-012-01-05,Time & Attendance Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01727,attendance,ST-FA-012-01-05,Time & Attendance Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,FA
ALI-01728,workplace health & safety program support,ST-FR-002-01-03,Workplace Health & Safety Program Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01729,workplace,ST-FR-002-01-03,Workplace Health & Safety Program Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01730,health,ST-FR-002-01-03,Workplace Health & Safety Program Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01731,workplace incident management services,ST-FR-002-01-04,Workplace Incident Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01732,workplace,ST-FR-002-01-04,Workplace Incident Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01733,incident,ST-FR-002-01-04,Workplace Incident Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01734,soft facilities services management,ST-FR-006-01-05,Soft Facilities Services Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01735,soft,ST-FR-006-01-05,Soft Facilities Services Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01736,facilities,ST-FR-006-01-05,Soft Facilities Services Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01737,hvac maintenance & monitoring services,ST-FR-007-01-03,HVAC Maintenance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01738,hvac,ST-FR-007-01-03,HVAC Maintenance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01739,maintenance,ST-FR-007-01-03,HVAC Maintenance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01740,landscaping & grounds maintenance services,ST-FR-007-01-04,Landscaping & Grounds Maintenance Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01741,landscaping,ST-FR-007-01-04,Landscaping & Grounds Maintenance Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01742,grounds,ST-FR-007-01-04,Landscaping & Grounds Maintenance Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01743,soft facilities (janitorial & cleaning) services,ST-FR-007-01-05,Soft Facilities (Janitorial & Cleaning) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01744,soft,ST-FR-007-01-05,Soft Facilities (Janitorial & Cleaning) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01745,facilities,ST-FR-007-01-05,Soft Facilities (Janitorial & Cleaning) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01746,property management services,ST-FR-008-01-03,Property Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01747,property,ST-FR-008-01-03,Property Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01748,management,ST-FR-008-01-03,Property Management Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01749,real estate transaction support services,ST-FR-008-01-04,Real Estate Transaction Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01750,real,ST-FR-008-01-04,Real Estate Transaction Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01751,estate,ST-FR-008-01-04,Real Estate Transaction Support Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01752,space & occupancy management,ST-FR-008-01-05,Space & Occupancy Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01753,space,ST-FR-008-01-05,Space & Occupancy Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01754,occupancy,ST-FR-008-01-05,Space & Occupancy Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01755,fire & life safety systems management,ST-FR-009-01-02,Fire & Life Safety Systems Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01756,fire,ST-FR-009-01-02,Fire & Life Safety Systems Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01757,life,ST-FR-009-01-02,Fire & Life Safety Systems Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01758,physical security & guard services,ST-FR-009-01-03,Physical Security & Guard Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01759,physical,ST-FR-009-01-03,Physical Security & Guard Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01760,security,ST-FR-009-01-03,Physical Security & Guard Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01761,physical security guarding services,ST-FR-009-01-04,Physical Security Guarding Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01762,physical,ST-FR-009-01-04,Physical Security Guarding Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01763,security,ST-FR-009-01-04,Physical Security Guarding Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01764,security monitoring & control room operations,ST-FR-009-01-05,Security Monitoring & Control Room Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01765,security,ST-FR-009-01-05,Security Monitoring & Control Room Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01766,monitoring,ST-FR-009-01-05,Security Monitoring & Control Room Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01767,video surveillance & monitoring services,ST-FR-009-01-06,Video Surveillance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01768,video,ST-FR-009-01-06,Video Surveillance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01769,surveillance,ST-FR-009-01-06,Video Surveillance & Monitoring Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01770,document printing & reprographics services,ST-FR-010-01-02,Document Printing & Reprographics Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01771,document,ST-FR-010-01-02,Document Printing & Reprographics Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01772,printing,ST-FR-010-01-02,Document Printing & Reprographics Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01773,front desk & reception services,ST-FR-010-01-03,Front Desk & Reception Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01774,front,ST-FR-010-01-03,Front Desk & Reception Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01775,desk,ST-FR-010-01-03,Front Desk & Reception Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01776,mailroom & document services,ST-FR-010-01-04,Mailroom & Document Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01777,mailroom,ST-FR-010-01-04,Mailroom & Document Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01778,document,ST-FR-010-01-04,Mailroom & Document Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01779,mailroom operations & package handling,ST-FR-010-01-05,Mailroom Operations & Package Handling,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01780,mailroom,ST-FR-010-01-05,Mailroom Operations & Package Handling,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01781,operations,ST-FR-010-01-05,Mailroom Operations & Package Handling,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01782,reception & visitor management,ST-FR-010-01-06,Reception & Visitor Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01783,reception,ST-FR-010-01-06,Reception & Visitor Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01784,visitor,ST-FR-010-01-06,Reception & Visitor Management,MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01785,"workplace moves, adds & changes (mac) services",ST-FR-010-01-07,"Workplace Moves, Adds & Changes (MAC) Services",MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01786,workplace,ST-FR-010-01-07,"Workplace Moves, Adds & Changes (MAC) Services",MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01787,moves,ST-FR-010-01-07,"Workplace Moves, Adds & Changes (MAC) Services",MEDIUM,GENERATED,0,2026-02-26,TRUE,FR
ALI-01788,temp staffing services,ST-HR-001-01-02,Temp Staffing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01789,temp,ST-HR-001-01-02,Temp Staffing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01790,staffing,ST-HR-001-01-02,Temp Staffing Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01791,workforce planning & forecasting services,ST-HR-002-01-02,Workforce Planning & Forecasting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01792,workforce,ST-HR-002-01-02,Workforce Planning & Forecasting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01793,planning,ST-HR-002-01-02,Workforce Planning & Forecasting Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01794,recruitment process outsourcing (rpo),ST-HR-003-01-02,Recruitment Process Outsourcing (RPO),MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01795,recruitment,ST-HR-003-01-02,Recruitment Process Outsourcing (RPO),MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01796,process,ST-HR-003-01-02,Recruitment Process Outsourcing (RPO),MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01797,leave administration services,ST-HR-004-01-03,Leave Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01798,leave,ST-HR-004-01-03,Leave Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01799,administration,ST-HR-004-01-03,Leave Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,HR
ALI-01800,soc operations & threat monitoring,ST-IT-001-01-06,SOC Operations & Threat Monitoring,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01801,soc,ST-IT-001-01-06,SOC Operations & Threat Monitoring,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01802,operations,ST-IT-001-01-06,SOC Operations & Threat Monitoring,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01803,security awareness program operations,ST-IT-001-01-07,Security Awareness Program Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01804,security,ST-IT-001-01-07,Security Awareness Program Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01805,awareness,ST-IT-001-01-07,Security Awareness Program Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01806,vulnerability management & scanning services,ST-IT-001-01-08,Vulnerability Management & Scanning Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01807,vulnerability,ST-IT-001-01-08,Vulnerability Management & Scanning Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01808,management,ST-IT-001-01-08,Vulnerability Management & Scanning Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01809,crm platform administration services,ST-IT-002-01-02,CRM Platform Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01810,crm,ST-IT-002-01-02,CRM Platform Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01811,platform,ST-IT-002-01-02,CRM Platform Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01812,custom software development,ST-IT-002-01-03,Custom Software Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01813,custom,ST-IT-002-01-03,Custom Software Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01814,software,ST-IT-002-01-03,Custom Software Development,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01815,erp implementation services,ST-IT-002-01-04,ERP Implementation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01816,erp,ST-IT-002-01-04,ERP Implementation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01817,implementation,ST-IT-002-01-04,ERP Implementation Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01818,erp operations & ongoing support,ST-IT-002-01-05,ERP Operations & Ongoing Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01819,erp,ST-IT-002-01-05,ERP Operations & Ongoing Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01820,operations,ST-IT-002-01-05,ERP Operations & Ongoing Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01821,enterprise collaboration platform administration,ST-IT-002-01-06,Enterprise Collaboration Platform Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01822,enterprise,ST-IT-002-01-06,Enterprise Collaboration Platform Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01823,collaboration,ST-IT-002-01-06,Enterprise Collaboration Platform Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01824,managed application support,ST-IT-002-01-07,Managed Application Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01825,managed,ST-IT-002-01-07,Managed Application Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01826,application,ST-IT-002-01-07,Managed Application Support,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01827,middleware & integration platform operations,ST-IT-002-01-08,Middleware & Integration Platform Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01828,middleware,ST-IT-002-01-08,Middleware & Integration Platform Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01829,integration,ST-IT-002-01-08,Middleware & Integration Platform Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01830,saas application administration services,ST-IT-002-01-09,SaaS Application Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01831,saas,ST-IT-002-01-09,SaaS Application Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01832,application,ST-IT-002-01-09,SaaS Application Administration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01833,systems integration services,ST-IT-002-01-10,Systems Integration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01834,systems,ST-IT-002-01-10,Systems Integration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01835,integration,ST-IT-002-01-10,Systems Integration Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01836,managed it operations,ST-IT-004-01-05,Managed IT Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01837,managed,ST-IT-004-01-05,Managed IT Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01838,operations,ST-IT-004-01-05,Managed IT Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01839,service desk & l1 help desk operations,ST-IT-004-01-06,Service Desk & L1 Help Desk Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01840,service,ST-IT-004-01-06,Service Desk & L1 Help Desk Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01841,desk,ST-IT-004-01-06,Service Desk & L1 Help Desk Operations,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01842,unified communications administration,ST-IT-005-01-10,Unified Communications Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01843,unified,ST-IT-005-01-10,Unified Communications Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01844,communications,ST-IT-005-01-10,Unified Communications Administration,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01845,application performance monitoring (apm) services,ST-IT-006-01-02,Application Performance Monitoring (APM) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01846,application,ST-IT-006-01-02,Application Performance Monitoring (APM) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
ALI-01847,performance,ST-IT-006-01-02,Application Performance Monitoring (APM) Services,MEDIUM,GENERATED,0,2026-02-26,TRUE,IT
