Mapping_ID,Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes,Maxx_Rec_Tier,Price_Position,Typical_Delivery_Location
SVM-01794,ST-SC-003-01-01,VND-0432,CEVA,Leader,"A\&A 2025, Flexible 2024",1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01795,ST-SC-003-01-01,VND-0200,Flexport,Emerging,"A\&A 2025, Flexible 2024",3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01796,ST-SC-003-01-01,VND-1162,Nowports,Emerging,"A\&A 2025, Flexible 2024",3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01797,ST-SC-003-01-01,VND-1752,project44,Emerging,"A\&A 2025, Flexible 2024",3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01798,ST-SC-003-01-02,VND-0096,XPO,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01799,ST-SC-003-01-02,VND-0097,C.H. Robinson,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01800,ST-SC-003-01-02,VND-1392,Saia Inc,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01801,ST-SC-003-01-02,VND-0231,ABF Freight,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01802,ST-SC-003-01-02,VND-0325,ArcBest,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01803,ST-SC-003-01-02,VND-0654,Echo Global,Emerging,Gartner 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01804,ST-SC-003-01-02,VND-0696,Estes,Emerging,Gartner 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01805,ST-SC-003-01-02,VND-1358,Roadway,Emerging,Gartner 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01851,ST-SC-004-01-01,VND-1051,Manhattan,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01852,ST-SC-004-01-01,VND-0406,Blue Yonder,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01853,ST-SC-004-01-01,VND-1186,Oracle,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01854,ST-SC-004-01-01,VND-1433,ShipBob,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01855,ST-SC-004-01-01,VND-1327,Red Stag,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01856,ST-SC-004-01-01,VND-1003,Launch Fulfillment,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01857,ST-SC-004-01-01,VND-1434,ShipMonk,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01858,ST-SC-004-01-01,VND-1436,Shipfusion,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01859,ST-SC-004-01-02,VND-1051,Manhattan,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01860,ST-SC-004-01-02,VND-0406,Blue Yonder,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01861,ST-SC-004-01-02,VND-1374,SAP,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01862,ST-SC-004-01-02,VND-0899,Infor,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01863,ST-SC-004-01-02,VND-1042,Made4net,Leader,WMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01864,ST-SC-004-01-02,VND-0895,Infios,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01865,ST-SC-004-01-02,VND-1459,Softeon,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01866,ST-SC-004-01-02,VND-0853,HighJump,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01867,ST-SC-004-01-03,VND-1371,Ryder,Leader,3PL Reports 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01868,ST-SC-004-01-03,VND-1223,Penske,Leader,3PL Reports 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01869,ST-SC-004-01-03,VND-0098,GEODIS,Leader,3PL Reports 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01870,ST-SC-004-01-03,VND-0432,CEVA,Leader,3PL Reports 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01871,ST-SC-004-01-03,VND-0581,DHL Supply Chain,Leader,3PL Reports 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01872,ST-SC-004-01-03,VND-0454,Capstone Logistics,Emerging,3PL Reports 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01873,ST-SC-004-01-03,VND-0296,Americold,Emerging,3PL Reports 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01874,ST-SC-004-01-04,VND-1051,Manhattan,Leader,WMS MQ 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01875,ST-SC-004-01-04,VND-0406,Blue Yonder,Leader,WMS MQ 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01876,ST-SC-004-01-04,VND-1186,Oracle,Leader,WMS MQ 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01877,ST-SC-004-01-04,VND-0098,GEODIS,Leader,WMS MQ 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01878,ST-SC-004-01-04,VND-1371,Ryder,Leader,WMS MQ 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01879,ST-SC-004-01-04,VND-0763,Forthmatch,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01880,ST-SC-004-01-04,VND-1436,Shipfusion,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01881,ST-SC-004-01-04,VND-1327,Red Stag,Emerging,WMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01921,ST-SC-005-01-01,VND-0406,Blue Yonder,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01922,ST-SC-005-01-01,VND-1744,e2open,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01923,ST-SC-005-01-01,VND-0958,Kinaxis,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01924,ST-SC-005-01-01,VND-1186,Oracle,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01925,ST-SC-005-01-01,VND-1374,SAP,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01926,ST-SC-005-01-01,VND-0097,C.H. Robinson,Emerging,Nucleus 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01927,ST-SC-005-01-01,VND-0284,Alpega,Emerging,Nucleus 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01928,ST-SC-005-01-01,VND-1752,project44,Emerging,Nucleus 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01929,ST-SC-005-01-02,VND-0097,C.H. Robinson,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01930,ST-SC-005-01-02,VND-0096,XPO,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01931,ST-SC-005-01-02,VND-0764,Fortive,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01932,ST-SC-005-01-02,VND-1530,TMW,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01933,ST-SC-005-01-02,VND-1050,Manfreight,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01934,ST-SC-005-01-02,VND-1437,Shipit,Emerging,3PL 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01935,ST-SC-005-01-02,VND-1029,LogistiGate,Emerging,3PL 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01936,ST-SC-005-01-02,VND-1583,Transprove,Emerging,3PL 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01937,ST-SC-005-01-03,VND-0406,Blue Yonder,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01938,ST-SC-005-01-03,VND-0958,Kinaxis,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01939,ST-SC-005-01-03,VND-1186,Oracle,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01940,ST-SC-005-01-03,VND-1374,SAP,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01941,ST-SC-005-01-03,VND-1175,One Network,Leader,Nucleus 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01942,ST-SC-005-01-03,VND-1438,Shipium,Emerging,Nucleus 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01943,ST-SC-005-01-03,VND-1752,project44,Emerging,Nucleus 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01944,ST-SC-005-01-03,VND-0200,Flexport,Emerging,Nucleus 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01953,ST-SC-005-01-04,VND-0097,C.H. Robinson,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01954,ST-SC-005-01-04,VND-0096,XPO,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01955,ST-SC-005-01-04,VND-0958,Kinaxis,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01956,ST-SC-005-01-04,VND-1175,One Network,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01957,ST-SC-005-01-04,VND-0071,Coupa,Leader,3PL 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-01958,ST-SC-005-01-04,VND-1582,Transfix,Emerging,3PL 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01959,ST-SC-005-01-04,VND-0546,Convoy,Emerging,3PL 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01960,ST-SC-005-01-04,VND-0653,Echo,Emerging,3PL 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01977,ST-SC-006-01-01,VND-1028,Logility,Leader,Software Connect 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01978,ST-SC-006-01-01,VND-1376,SAP IBP,Leader,Software Connect 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01979,ST-SC-006-01-01,VND-0958,Kinaxis,Leader,Software Connect 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01980,ST-SC-006-01-01,VND-0300,Anaplan,Leader,Software Connect 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01981,ST-SC-006-01-01,VND-0406,Blue Yonder,Leader,Software Connect 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01982,ST-SC-006-01-01,VND-1149,Netstock,Emerging,Software Connect 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01983,ST-SC-006-01-01,VND-0912,Intuendi,Emerging,Software Connect 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01984,ST-SC-006-01-01,VND-1305,RELEX,Emerging,Software Connect 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01985,ST-SC-006-01-02,VND-0958,Kinaxis,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01986,ST-SC-006-01-02,VND-1751,o9 Solutions,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01987,ST-SC-006-01-02,VND-0300,Anaplan,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01988,ST-SC-006-01-02,VND-0406,Blue Yonder,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01989,ST-SC-006-01-02,VND-1376,SAP IBP,Leader,Gartner 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01990,ST-SC-006-01-02,VND-1149,Netstock,Emerging,Gartner 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01991,ST-SC-006-01-02,VND-1305,RELEX,Emerging,Gartner 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01992,ST-SC-006-01-02,VND-0359,Avercast,Emerging,Gartner 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01993,ST-SC-006-01-03,VND-0958,Kinaxis,Leader,SCP MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01994,ST-SC-006-01-03,VND-0300,Anaplan,Leader,SCP MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01995,ST-SC-006-01-03,VND-0406,Blue Yonder,Leader,SCP MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01996,ST-SC-006-01-03,VND-1028,Logility,Leader,SCP MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-01997,ST-SC-006-01-03,VND-1305,RELEX,Emerging,SCP MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01998,ST-SC-006-01-03,VND-0405,Blue Ridge,Emerging,SCP MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-01999,ST-SC-006-01-03,VND-1149,Netstock,Emerging,SCP MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02022,ST-SC-007-01-01,VND-0200,Flexport,Leader,Industry 2024-25,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02023,ST-SC-007-01-01,VND-0612,Descartes,Leader,Industry 2024-25,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02024,ST-SC-007-01-01,VND-0617,Dimerco,Leader,Industry 2024-25,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02025,ST-SC-007-01-01,VND-0728,Farrow,Leader,Industry 2024-25,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02026,ST-SC-007-01-01,VND-0277,Alinea Customs,Leader,Industry 2024-25,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02027,ST-SC-007-01-01,VND-1389,STR Trade,Emerging,Industry 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02028,ST-SC-007-01-01,VND-1391,Saber Freight,Emerging,Industry 2024-25,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02029,ST-SC-007-01-02,VND-0612,Descartes,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02030,ST-SC-007-01-02,VND-0617,Dimerco,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02031,ST-SC-007-01-02,VND-0728,Farrow,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02032,ST-SC-007-01-02,VND-1200,P.F. Collins,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02033,ST-SC-007-01-02,VND-0276,Alinea,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02034,ST-SC-007-01-02,VND-1389,STR Trade,Emerging,Trade Compliance 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02035,ST-SC-007-01-02,VND-0573,Customs Clearance Int'l,Emerging,Trade Compliance 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02036,ST-SC-007-01-02,VND-1676,WCO,Emerging,Trade Compliance 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02037,ST-SC-007-01-03,VND-0200,Flexport,Leader,Trade 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02038,ST-SC-007-01-03,VND-0728,Farrow,Leader,Trade 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02039,ST-SC-007-01-03,VND-0612,Descartes,Leader,Trade 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02040,ST-SC-007-01-03,VND-1200,P.F. Collins,Leader,Trade 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02041,ST-SC-007-01-03,VND-0617,Dimerco,Leader,Trade 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02042,ST-SC-007-01-03,VND-1389,STR Trade,Emerging,Trade 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02043,ST-SC-007-01-03,VND-1391,Saber Freight,Emerging,Trade 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02044,ST-SC-007-01-03,VND-1191,Origin Mgmt,Emerging,Trade 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02045,ST-SC-007-01-04,VND-0612,Descartes,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02046,ST-SC-007-01-04,VND-0617,Dimerco,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02047,ST-SC-007-01-04,VND-0276,Alinea,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02048,ST-SC-007-01-04,VND-1200,P.F. Collins,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02049,ST-SC-007-01-04,VND-0200,Flexport,Leader,Trade Compliance 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02050,ST-SC-007-01-04,VND-1389,STR Trade,Emerging,Trade Compliance 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02051,ST-SC-007-01-04,VND-0574,Customs Clearance Intl,Emerging,Trade Compliance 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02075,ST-SC-008-01-01,VND-0580,DHL Returns,Leader,ReverseLogix 2023,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02076,ST-SC-008-01-01,VND-1051,Manhattan,Leader,ReverseLogix 2023,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02077,ST-SC-008-01-01,VND-1371,Ryder,Leader,ReverseLogix 2023,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02078,ST-SC-008-01-01,VND-0098,GEODIS,Leader,ReverseLogix 2023,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02079,ST-SC-008-01-01,VND-1345,ReverseLogix,Leader,ReverseLogix 2023,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02080,ST-SC-008-01-01,VND-1031,Loop,Emerging,ReverseLogix 2023,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02081,ST-SC-008-01-01,VND-0754,Flipper,Emerging,ReverseLogix 2023,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02082,ST-SC-008-01-01,VND-0465,Catch & Release,Emerging,ReverseLogix 2023,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02083,ST-SC-008-01-02,VND-0581,DHL Supply Chain,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02084,ST-SC-008-01-02,VND-1371,Ryder,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02085,ST-SC-008-01-02,VND-0432,CEVA,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02086,ST-SC-008-01-02,VND-0098,GEODIS,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02087,ST-SC-008-01-02,VND-0420,Brightstar,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02088,ST-SC-008-01-02,VND-1338,Repairable Services,Emerging,3PL 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02089,ST-SC-008-01-02,VND-0345,AssetWorks,Emerging,3PL 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02090,ST-SC-008-01-03,VND-1051,Manhattan,Leader,ReverseLogix 2023,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02091,ST-SC-008-01-03,VND-1186,Oracle,Leader,ReverseLogix 2023,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02092,ST-SC-008-01-03,VND-1031,Loop,Leader,ReverseLogix 2023,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02093,ST-SC-008-01-03,VND-1345,ReverseLogix,Leader,ReverseLogix 2023,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02094,ST-SC-008-01-03,VND-0877,IFS,Leader,ReverseLogix 2023,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02095,ST-SC-008-01-03,VND-1730,Zapro.ai,Emerging,ReverseLogix 2023,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02096,ST-SC-008-01-03,VND-1344,Reverse Logistics Mag Top 16,Emerging,ReverseLogix 2023,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02105,ST-SC-008-01-04,VND-0091,DHL,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02106,ST-SC-008-01-04,VND-1371,Ryder,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02107,ST-SC-008-01-04,VND-0432,CEVA,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02108,ST-SC-008-01-04,VND-1679,Warranty Services Mgmt,Leader,3PL 2024,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02109,ST-SC-008-01-04,VND-1427,ServicePower,Emerging,3PL 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02110,ST-SC-008-01-04,VND-1733,Zenith Global,Emerging,3PL 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02124,ST-SC-009-01-01,VND-1051,Manhattan,Leader,Forthmatch 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02125,ST-SC-009-01-01,VND-1433,ShipBob,Leader,Forthmatch 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02126,ST-SC-009-01-01,VND-0200,Flexport,Leader,Forthmatch 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02127,ST-SC-009-01-01,VND-1327,Red Stag,Leader,Forthmatch 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02128,ST-SC-009-01-01,VND-1002,Launch,Leader,Forthmatch 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02129,ST-SC-009-01-01,VND-1301,Quiet Platforms,Emerging,Forthmatch 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02130,ST-SC-009-01-01,VND-1436,Shipfusion,Emerging,Forthmatch 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02131,ST-SC-009-01-01,VND-0658,Ecom Logistics,Emerging,Forthmatch 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02155,ST-SC-010-01-01,VND-1371,Ryder,Leader,Industry 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02156,ST-SC-010-01-01,VND-1223,Penske,Leader,Industry 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02157,ST-SC-010-01-01,VND-0849,Hertz,Leader,Industry 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02158,ST-SC-010-01-01,VND-1700,Wheels Inc,Leader,Industry 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02159,ST-SC-010-01-01,VND-1011,LeasePlan,Leader,Industry 2025,2,Established,,HIGH,2025-01,Analyst,,,,
SVM-02160,ST-SC-010-01-01,VND-0752,Flexplates,Emerging,Industry 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02161,ST-SC-010-01-01,VND-0362,Avis Budget Group,Emerging,Industry 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02184,ST-SC-011-01-01,VND-0091,DHL,Leader,Returns Mgmt 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02185,ST-SC-011-01-01,VND-1051,Manhattan,Leader,Returns Mgmt 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02186,ST-SC-011-01-01,VND-1371,Ryder,Leader,Returns Mgmt 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02187,ST-SC-011-01-01,VND-1345,ReverseLogix,Leader,Returns Mgmt 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02188,ST-SC-011-01-01,VND-0098,GEODIS,Leader,Returns Mgmt 2024,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02189,ST-SC-011-01-01,VND-1031,Loop,Emerging,Returns Mgmt 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02190,ST-SC-011-01-01,VND-0464,Catch,Emerging,Returns Mgmt 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02191,ST-SC-011-01-01,VND-0754,Flipper,Emerging,Returns Mgmt 2024,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02216,ST-SC-012-01-01,VND-0406,Blue Yonder,Leader,TMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02217,ST-SC-012-01-01,VND-1744,e2open,Leader,TMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02218,ST-SC-012-01-01,VND-1175,One Network,Leader,TMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02219,ST-SC-012-01-01,VND-0097,C.H. Robinson,Leader,TMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02220,ST-SC-012-01-01,VND-0958,Kinaxis,Leader,TMS MQ 2025,1,Established,,HIGH,2025-01,Analyst,,,,
SVM-02221,ST-SC-012-01-01,VND-0284,Alpega,Emerging,TMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02222,ST-SC-012-01-01,VND-1752,project44,Emerging,TMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02223,ST-SC-012-01-01,VND-1582,Transfix,Emerging,TMS MQ 2025,3,Emerging,,MEDIUM,2025-01,Analyst,,,,
SVM-02248,ST-FR-001-01-01,VND-0232,ABM,,IDC MarketScape IFM (2024) Everest Group IFM (2024,1,Established,,HIGH,2025-01,Analyst,Global scale with self-perform capabilities. | Multi-value data cleared,,,
SVM-02249,ST-FR-001-01-01,VND-0082,JLL,,IDC MarketScape IFM (2024) Everest Group IFM (2024,1,Established,,HIGH,2025-01,Analyst,Global scale with self-perform capabilities. | Multi-value data cleared,,,
SVM-02250,ST-FR-001-01-01,VND-0885,ISS,,IDC MarketScape IFM (2024) Everest Group IFM (2024,1,Established,,HIGH,2025-01,Analyst,Global scale with self-perform capabilities. | Multi-value data cleared,,,
SVM-02251,ST-FR-001-01-01,VND-0081,CBRE,,IDC MarketScape IFM (2024) Everest Group IFM (2024,1,Established,,HIGH,2025-01,Analyst,Global scale with self-perform capabilities. | Multi-value data cleared,,,
SVM-02252,ST-FR-001-01-01,VND-0089,Sodexo,,IDC MarketScape IFM (2024) Everest Group IFM (2024,1,Established,,HIGH,2025-01,Analyst,Global scale with self-perform capabilities. | Multi-value data cleared,,,
