Alias_ID,User_Term,Service_Type_ID,Service_Type_Name,Confidence
ALI-00690,investigator brochure,ST-CL-006-01-02,Investigator Brochure,HIGH
ALI-00691,investigator brochures,ST-CL-005-03-01,Investigator Brochures Services,MEDIUM
ALI-00692,investigator brochures services,ST-CL-005-03-01,Investigator Brochures Services,HIGH
ALI-00693,investor relations,ST-PS-008-04-01,Investor Relations Services,MEDIUM
ALI-00694,investor relations services,ST-PS-008-04-01,Investor Relations Services,HIGH
ALI-00695,invoice,ST-FA-001-01-01,Invoice Processing,MEDIUM
ALI-00696,invoice management,ST-FA-001-01-01,Invoice Processing,MEDIUM
ALI-00697,invoice processing,ST-FA-001-01-01,Invoice Processing,HIGH
ALI-00698,invoicing,ST-FA-001-01-01,Invoice Processing,MEDIUM
ALI-00699,ios/android,ST-IT-001-01-02,Mobile Application Development,LOW
ALI-00700,it asset,ST-IT-003-04-01,IT Asset Management,MEDIUM
ALI-00701,it asset management,ST-IT-003-04-01,IT Asset Management,HIGH
ALI-00702,it help desk,ST-IT-002-01-01,Data Center Operations,MEDIUM
ALI-00703,it managed services,ST-IT-002-01-01,Data Center Operations,MEDIUM
ALI-00704,it outsourcing,ST-IT-001-01-01,Custom Application Development,MEDIUM
ALI-00705,it services,ST-IT-001-01-01,Custom Application Development,MEDIUM
ALI-00706,it staffing,ST-HR-003-02-01,IT Staffing,HIGH
ALI-00707,it strategy,ST-IT-007-01-01,IT Strategy Services,MEDIUM
ALI-00708,it strategy services,ST-IT-007-01-01,IT Strategy Services,HIGH
ALI-00709,ito,ST-IT-001-01-01,Custom Application Development,MEDIUM
ALI-00710,janitorial,ST-FR-001-01-01,Janitorial Services,MEDIUM
ALI-00711,janitorial services,ST-FR-001-01-01,Janitorial Services,HIGH
ALI-00712,job evaluation/grading,ST-HR-002-03-02,Job Evaluation/Grading,HIGH
ALI-00713,journal entry,ST-FA-003-01-01,Journal Entry Processing,MEDIUM
ALI-00714,journal entry processing,ST-FA-003-01-01,Journal Entry Processing,HIGH
ALI-00715,jurisdictions,ST-FA-004-01-05,Statutory Reporting,LOW
ALI-00716,kaizen events,ST-MO-008-02-01,Lean/Six Sigma Consulting Services,LOW
ALI-00717,kb maintenance,ST-COP-004-01-01,KB Maintenance,HIGH
ALI-00718,kdm,ST-ME-003-01-02,KDM Management,MEDIUM
ALI-00719,kdm management,ST-ME-003-01-02,KDM Management,HIGH
ALI-00720,key opinion leader (kol),ST-CL-003-02-01,Key Opinion Leader (KOL) Management,MEDIUM
ALI-00721,key opinion leader (kol) management,ST-CL-003-02-01,Key Opinion Leader (KOL) Management,HIGH
ALI-00722,keying,ST-CO-005-02-01,Data Entry,MEDIUM
ALI-00723,keypoint annotation,ST-AI-001-01-05,Keypoint Annotation,HIGH
ALI-00724,keyword research,ST-COP-001-06-03,Keyword Research,HIGH
ALI-00725,kitting & assembly,ST-SC-009-02-01,Kitting & Assembly Services,MEDIUM
ALI-00726,kitting & assembly services,ST-SC-009-02-01,Kitting & Assembly Services,HIGH
ALI-00727,kitting/assembly,ST-SC-004-01-04,Kitting/Assembly,HIGH
ALI-00728,knowledge,ST-CO-007-03-01,Knowledge Management,MEDIUM
ALI-00729,knowledge base creation,ST-COP-001-01-01,Knowledge Base Creation,HIGH
ALI-00730,knowledge management,ST-CO-007-03-01,Knowledge Management,HIGH
ALI-00731,knowledge transfer & documentation,ST-IT-001-02-07,Knowledge Transfer & Documentation,HIGH
ALI-00732,kpi reporting,ST-FA-008-01-03,KPI Reporting,HIGH
ALI-00733,kubernetes/container,ST-IT-004-02-01,Kubernetes/Container Management,MEDIUM
ALI-00734,kubernetes/container management,ST-IT-004-02-01,Kubernetes/Container Management,HIGH
ALI-00735,labeling,ST-MO-008-01-04,Labeling Services,MEDIUM
ALI-00736,labeling services,ST-MO-008-01-04,Labeling Services,HIGH
ALI-00737,labor forecasting,ST-HR-003-04-02,Labor Forecasting,HIGH
ALI-00738,landscaping,ST-FR-001-01-04,Landscaping,HIGH
ALI-00739,landscaping,ST-FR-011-01-01,Landscaping Services,MEDIUM
ALI-00740,landscaping services,ST-FR-011-01-01,Landscaping Services,HIGH
ALI-00741,last mile delivery,ST-SC-003-03-01,Last Mile Delivery,HIGH
ALI-00742,last-mile delivery,ST-SC-002-03-01,Last-Mile Delivery Services,MEDIUM
ALI-00743,last-mile delivery services,ST-SC-002-03-01,Last-Mile Delivery Services,HIGH
ALI-00744,late-stage collections,ST-CO-006-03-01,Late-Stage Collections,HIGH
ALI-00745,lead logistics provider,ST-SC-003-01-05,Lead Logistics Provider,HIGH
ALI-00746,leadership development programs,ST-HR-008-02-01,Leadership Development Programs,HIGH
ALI-00747,leadership development programs,ST-PS-010-02-01,Leadership Development Programs Services,MEDIUM
ALI-00748,leadership development programs services,ST-PS-010-02-01,Leadership Development Programs Services,HIGH
ALI-00749,lean manufacturing,ST-MO-004-02-01,Lean Manufacturing,HIGH
ALI-00750,lean/six sigma consulting,ST-MO-008-02-01,Lean/Six Sigma Consulting Services,MEDIUM
ALI-00751,lean/six sigma consulting services,ST-MO-008-02-01,Lean/Six Sigma Consulting Services,HIGH
ALI-00752,lease,ST-FR-002-01-01,Lease Administration,MEDIUM
ALI-00753,lease accounting,ST-FA-003-02-02,Lease Accounting,HIGH
ALI-00754,lease administration,ST-FR-002-01-01,Lease Administration,HIGH
ALI-00755,lease audit,ST-FR-002-04-01,Lease Audit Services,MEDIUM
ALI-00756,lease audit services,ST-FR-002-04-01,Lease Audit Services,HIGH
ALI-00757,leave of absence,ST-HR-004-03-02,Leave of Absence Administration,MEDIUM
ALI-00758,leave of absence administration,ST-HR-004-03-02,Leave of Absence Administration,HIGH
ALI-00759,legacy application modernization,ST-IT-001-03-01,Legacy Application Modernization,HIGH
ALI-00760,legal collections,ST-CO-005-04-01,Legal Collections Services,MEDIUM
ALI-00761,legal collections services,ST-CO-005-04-01,Legal Collections Services,HIGH
ALI-00762,legal research,ST-PS-001-02-01,Legal Research,HIGH
ALI-00763,legal transcription,ST-COP-003-07-03,Legal Transcription,HIGH
ALI-00764,legal transcription,ST-PS-001-02-04,Legal Transcription,HIGH
ALI-00765,life & disability,ST-HR-004-03-03,Life & Disability Administration,MEDIUM
ALI-00766,life & disability administration,ST-HR-004-03-03,Life & Disability Administration,HIGH
ALI-00767,life/disability claims,ST-HR-004-03-01,Life/Disability Claims Processing,MEDIUM
ALI-00768,life/disability claims processing,ST-HR-004-03-01,Life/Disability Claims Processing,HIGH
ALI-00769,line balancing,ST-MO-004-01-04,Line Balancing,HIGH
ALI-00770,linguistic qa,ST-COP-005-01-01,Linguistic QA,HIGH
ALI-00771,lip-sync dubbing,ST-ME-005-02-01,Lip-Sync Dubbing,HIGH
ALI-00772,literature surveillance,ST-CL-007-01-06,Literature Surveillance,HIGH
ALI-00773,litigation and regulatory matters,ST-PS-001-01-01,Document Review,LOW
ALI-00774,litigation support,ST-PS-001-01-03,Litigation Support,HIGH
ALI-00775,live chat support,ST-CO-007-01-01,Live Chat Support,HIGH
ALI-00776,live stream moderation,ST-COP-002-01-04,Live Stream Moderation,HIGH
ALI-00777,llm fine-tuning and evaluation,ST-AI-003-05-01,Synthetic Training Data for GenAI Services,LOW
ALI-00778,llm fine-tuning operations,ST-AI-003-03-01,LLM Fine-Tuning Operations Services,MEDIUM
ALI-00779,llm fine-tuning operations services,ST-AI-003-03-01,LLM Fine-Tuning Operations Services,HIGH
ALI-00780,llm integration,ST-AI-005-02-03,LLM Integration,HIGH
ALI-00781,llm security assessment,ST-AI-004-03-02,LLM Security Assessment,HIGH
ALI-00782,llms,ST-AI-003-03-01,LLM Fine-Tuning Operations Services,LOW
ALI-00783,lms,ST-HR-008-01-01,LMS Administration,MEDIUM
ALI-00784,lms administration,ST-HR-008-01-01,LMS Administration,HIGH
ALI-00785,lms platform,ST-HR-009-05-01,LMS Platform Services,MEDIUM
ALI-00786,lms platform services,ST-HR-009-05-01,LMS Platform Services,HIGH
ALI-00787,load balancer,ST-IT-002-04-08,Load Balancer Management,MEDIUM
ALI-00788,load balancer management,ST-IT-002-04-08,Load Balancer Management,HIGH
ALI-00789,load curtailment,ST-EN-008-01-02,Load Curtailment,HIGH
ALI-00790,load planning,ST-SC-005-01-03,Load Planning,HIGH
ALI-00791,long-haul,ST-SC-001-03-01,Intermodal Services,LOW
ALI-00792,loyalty program support,ST-CO-004-01-02,Loyalty Program Support,HIGH
ALI-00793,ltl shipping,ST-SC-003-01-02,LTL Shipping,HIGH
ALI-00794,m&a strategy,ST-PS-003-01-04,M&A Strategy,HIGH
ALI-00795,m&a tax advisory,ST-FA-005-03-01,M&A Tax Advisory Services,MEDIUM
ALI-00796,m&a tax advisory services,ST-FA-005-03-01,M&A Tax Advisory Services,HIGH
ALI-00797,mailroom operations,ST-FR-006-01-01,Mailroom Operations,HIGH
ALI-00798,make-ready engineering,ST-EN-004-02-03,Make-Ready Engineering,HIGH
ALI-00799,mam implementation,ST-ME-007-01-01,MAM Implementation,HIGH
ALI-00800,managed detection & response,ST-IT-005-01-05,Managed Detection & Response,HIGH
ALI-00801,managed services,ST-IT-002-01-01,Data Center Operations,MEDIUM
ALI-00802,management reporting,ST-FA-004-01-04,Management Reporting,HIGH
ALI-00803,management reporting,ST-FA-009-03-01,Management Reporting Services,MEDIUM
ALI-00804,management reporting services,ST-FA-009-03-01,Management Reporting Services,HIGH
ALI-00805,managers on employee relations matters,ST-HR-002-01-01,HR Advisory Services,LOW
ALI-00806,manual meter reading,ST-EN-001-01-04,Manual Meter Reading,HIGH
ALI-00807,manual visual qc,ST-ME-006-01-02,Manual Visual QC,HIGH
ALI-00808,manufacturability analysis,ST-MO-004-01-02,DFM Analysis,LOW
ALI-00809,manufacturing,ST-MO-004-04-01,MRO Procurement Services,LOW
ALI-00810,manufacturing it support,ST-MO-003-03-01,Manufacturing IT Support Services,MEDIUM
ALI-00811,manufacturing it support services,ST-MO-003-03-01,Manufacturing IT Support Services,HIGH
ALI-00812,manuscripts & publications,ST-CL-005-04-01,Manuscripts & Publications Services,MEDIUM
ALI-00813,manuscripts & publications services,ST-CL-005-04-01,Manuscripts & Publications Services,HIGH
ALI-00814,market entry strategy,ST-PS-003-01-03,Market Entry Strategy,HIGH
ALI-00815,market risk,ST-EN-003-03-01,Risk Management & Analytics Services,LOW
ALI-00816,market settlements,ST-EN-006-01-02,Market Settlements,HIGH
ALI-00817,marketing analytics,ST-PS-002-03-01,Marketing Analytics,HIGH
ALI-00818,marketing copywriting,ST-COP-001-03-02,Marketing Copywriting,HIGH
ALI-00819,mechanical design,ST-PS-005-01-02,Mechanical Design,HIGH
ALI-00820,mechanical sub-assembly,ST-MO-006-01-01,Mechanical Sub-Assembly,HIGH
ALI-00821,media buying,ST-PS-002-01-02,Media Buying,HIGH
ALI-00822,media ingest,ST-ME-007-01-02,Media Ingest Services,MEDIUM
ALI-00823,media ingest services,ST-ME-007-01-02,Media Ingest Services,HIGH
ALI-00824,media planning,ST-PS-002-01-01,Media Planning,HIGH
ALI-00825,media relations,ST-PS-008-01-01,Media Relations Services,MEDIUM
ALI-00826,media relations services,ST-PS-008-01-01,Media Relations Services,HIGH
ALI-00827,medical claims adjudication,ST-HR-001-01-01,Medical Claims Adjudication,HIGH
ALI-00828,medical coding,ST-CL-004-01-03,Medical Coding,HIGH
ALI-00829,medical communications,ST-CL-008-01-03,Medical Communications,HIGH
ALI-00830,medical image annotation,ST-AI-006-02-01,Medical Image Annotation,HIGH
ALI-00831,medical imaging annotation,ST-AI-002-07-01,Medical Imaging Annotation Services,MEDIUM
ALI-00832,medical imaging annotation services,ST-AI-002-07-01,Medical Imaging Annotation Services,HIGH
ALI-00833,medical information,ST-CL-003-03-01,Medical Information Services,MEDIUM
ALI-00834,medical information,ST-CL-008-01-01,Medical Information Services,MEDIUM
ALI-00835,medical information services,ST-CL-003-03-01,Medical Information Services,HIGH
ALI-00836,medical information services,ST-CL-008-01-01,Medical Information Services,HIGH
ALI-00837,medical review,ST-CL-007-01-02,Medical Review,HIGH
ALI-00838,medical transcription,ST-COP-003-07-04,Medical Transcription,HIGH
ALI-00839,meeting room,ST-FR-007-02-01,Meeting Room Management,MEDIUM
ALI-00840,meeting room management,ST-FR-007-02-01,Meeting Room Management,HIGH
ALI-00841,meeting transcription,ST-COP-003-07-05,Meeting Transcription,HIGH
ALI-00842,mental health,ST-HR-005-03-01,Mental Health Services,MEDIUM
ALI-00843,mental health services,ST-HR-005-03-01,Mental Health Services,HIGH
ALI-00844,merit/bonus,ST-HR-002-03-04,Merit/Bonus Administration,MEDIUM
ALI-00845,merit/bonus administration,ST-HR-002-03-04,Merit/Bonus Administration,HIGH
ALI-00846,messaging/sms support,ST-CO-002-04-01,Messaging/SMS Support Services,MEDIUM
ALI-00847,messaging/sms support services,ST-CO-002-04-01,Messaging/SMS Support Services,HIGH
ALI-00848,metadata,ST-ME-007-01-03,Metadata Management,MEDIUM
ALI-00849,metadata localization,ST-ME-005-01-05,Metadata Localization,HIGH
ALI-00850,metadata management,ST-ME-007-01-03,Metadata Management,HIGH
ALI-00851,meter data,ST-EN-001-01-03,Meter Data Management,MEDIUM
ALI-00852,meter data collection,ST-EN-001-01-02,Meter Data Collection,HIGH
ALI-00853,meter data management,ST-EN-001-01-03,Meter Data Management,HIGH
ALI-00854,meter testing,ST-EN-001-01-05,Meter Testing,HIGH
ALI-00855,metering & measurement,ST-EN-006-04-01,Metering & Measurement Services,MEDIUM
ALI-00856,metering & measurement services,ST-EN-006-04-01,Metering & Measurement Services,HIGH
ALI-00857,micro-market,ST-FR-005-01-03,Micro-Market Services,MEDIUM
ALI-00858,micro-market services,ST-FR-005-01-03,Micro-Market Services,HIGH
ALI-00859,mid-stage collections,ST-CO-006-02-01,Mid-Stage Collections,HIGH
ALI-00860,middle/back office,ST-EN-003-04-01,Middle/Back Office Services,MEDIUM
ALI-00861,middle/back office services,ST-EN-003-04-01,Middle/Back Office Services,HIGH
ALI-00862,miscellaneous payments,ST-HR-010-01-01,Miscellaneous Payments Services,MEDIUM
ALI-00863,miscellaneous payments services,ST-HR-010-01-01,Miscellaneous Payments Services,HIGH
ALI-00864,ml pipeline automation,ST-AI-005-01-02,ML Pipeline Automation,HIGH
ALI-00865,mobile application development,ST-IT-001-01-02,Mobile Application Development,HIGH
ALI-00866,mobile patrol,ST-FR-004-01-04,Mobile Patrol,HIGH
ALI-00867,model benchmarking,ST-AI-004-02-01,Model Benchmarking,HIGH
ALI-00868,model deployment,ST-AI-005-02-02,Model Deployment Services,MEDIUM
ALI-00869,model deployment services,ST-AI-005-02-02,Model Deployment Services,HIGH
ALI-00870,model explainability,ST-AI-005-01-05,Model Explainability,HIGH
ALI-00871,model output correction,ST-AI-002-01-05,Model Output Correction,HIGH
ALI-00872,model performance monitoring,ST-AI-005-03-01,Model Performance Monitoring,HIGH
ALI-00873,model registry,ST-AI-005-01-03,Model Registry,HIGH
ALI-00874,model retraining pipeline,ST-AI-005-02-01,Model Retraining Pipeline,HIGH
ALI-00875,month-end close,ST-FA-004-01-01,Month-End Close Management,MEDIUM
ALI-00876,month-end close management,ST-FA-004-01-01,Month-End Close Management,HIGH
ALI-00877,motion capture,ST-ME-008-01-03,Motion Capture Processing,MEDIUM
ALI-00878,motion capture processing,ST-ME-008-01-03,Motion Capture Processing,HIGH
ALI-00879,move,ST-FR-007-01-02,Move Management,MEDIUM
ALI-00880,move,ST-FR-009-03-01,Move Management,MEDIUM
ALI-00881,move management,ST-FR-007-01-02,Move Management,HIGH
ALI-00882,move management,ST-FR-009-03-01,Move Management,HIGH
ALI-00883,mpls,ST-IT-008-02-01,Data Connectivity Services,LOW
ALI-00884,mro procurement,ST-MO-004-04-01,MRO Procurement Services,MEDIUM
ALI-00885,mro procurement services,ST-MO-004-04-01,MRO Procurement Services,HIGH
ALI-00886,msl outsourcing,ST-CL-008-01-02,MSL Outsourcing,HIGH
ALI-00887,mtpe,ST-COP-003-02-01,MTPE Services,MEDIUM
ALI-00888,mtpe services,ST-COP-003-02-01,MTPE Services,HIGH
ALI-00889,multi-cloud,ST-IT-004-01-04,Multi-Cloud Management,MEDIUM
ALI-00890,multi-cloud management,ST-IT-004-01-04,Multi-Cloud Management,HIGH
ALI-00891,multi-state payroll,ST-HR-009-02-06,Multi-State Payroll,HIGH
ALI-00892,multilingual collection,ST-AI-001-03-05,Multilingual Collection,HIGH
ALI-00893,multimedia subtitling,ST-COP-003-04-01,Multimedia Subtitling,HIGH
ALI-00894,music composition,ST-ME-002-02-04,Music Composition,HIGH
ALI-00895,nda/bla preparation,ST-CL-002-01-04,NDA/BLA Preparation,HIGH
ALI-00896,nerc cip compliance,ST-EN-007-01-02,NERC CIP Compliance,HIGH
ALI-00897,nerc o&p compliance,ST-EN-007-01-01,NERC O&P Compliance,HIGH
ALI-00898,network configuration,ST-IT-002-04-03,Network Configuration Management,MEDIUM
ALI-00899,network configuration management,ST-IT-002-04-03,Network Configuration Management,HIGH
ALI-00900,network incident,ST-IT-002-04-02,Network Incident Management,MEDIUM
ALI-00901,network incident management,ST-IT-002-04-02,Network Incident Management,HIGH
ALI-00902,network monitoring,ST-IT-002-04-01,Network Monitoring,HIGH
ALI-00903,network operations center,ST-ME-002-03-01,Network Operations Center Services,MEDIUM
ALI-00904,network operations center services,ST-ME-002-03-01,Network Operations Center Services,HIGH
ALI-00905,network security operations,ST-IT-005-01-09,Network Security Operations,HIGH
ALI-00906,network support,ST-CO-003-01-04,Network Support,HIGH
ALI-00907,new hire orientation,ST-HR-008-03-01,New Hire Orientation,HIGH
ALI-00908,newsletter curation,ST-COP-004-03-02,Newsletter Curation,HIGH
ALI-00909,nlp models,ST-AI-002-03-01,Text Annotation Services,LOW
ALI-00910,non-destructive testing,ST-MO-007-01-03,Non-Destructive Testing,HIGH
ALI-00911,notifications,ST-HR-007-02-01,COBRA Administration,LOW
ALI-00912,npi,ST-MO-001-01-03,NPI Services,MEDIUM
ALI-00913,npi services,ST-MO-001-01-03,NPI Services,HIGH
ALI-00914,object detection,ST-AI-001-01-01,Image Bounding Box Annotation,LOW
ALI-00915,offer letter generation,ST-HR-006-02-05,Offer Letter Generation,HIGH
ALI-00916,offline editorial,ST-ME-002-01-01,Offline Editorial,HIGH
ALI-00917,oilfield equipment &,ST-EN-005-04-01,Oilfield Equipment & Services,MEDIUM
ALI-00918,oilfield equipment & services,ST-EN-005-04-01,Oilfield Equipment & Services,HIGH
ALI-00919,on-page optimization,ST-COP-001-06-04,On-Page Optimization,HIGH
ALI-00920,on-site monitoring,ST-CL-003-01-02,On-Site Monitoring,HIGH
ALI-00921,onboarding document collection,ST-HR-006-02-06,Onboarding Document Collection,HIGH
ALI-00922,onboarding/offboarding,ST-IT-003-01-07,Onboarding/Offboarding,HIGH
ALI-00923,online conform,ST-ME-002-01-03,Online Conform,HIGH
ALI-00924,open enrollment,ST-HR-007-01-01,Open Enrollment Processing,MEDIUM
ALI-00925,open enrollment processing,ST-HR-007-01-01,Open Enrollment Processing,HIGH
ALI-00926,operating model design,ST-PS-004-01-01,Operating Model Design,HIGH
ALI-00927,order,ST-CO-002-01-01,Order Management,MEDIUM
ALI-00928,order,ST-CO-005-01-01,Order Processing,MEDIUM
ALI-00929,order management,ST-CO-002-01-01,Order Management,HIGH
ALI-00930,order processing,ST-CO-002-01-01,Order Management,MEDIUM
ALI-00931,order processing,ST-CO-005-01-01,Order Processing,HIGH
ALI-00932,order processing,ST-FA-007-01-02,Purchase Order Management,MEDIUM
ALI-00933,order to cash,ST-CO-002-01-01,Order Management,MEDIUM
ALI-00934,order to cash,ST-FA-007-01-02,Purchase Order Management,MEDIUM
ALI-00935,organizational change,ST-HR-002-06-02,Organizational Change Management,MEDIUM
ALI-00936,organizational change management,ST-HR-002-06-02,Organizational Change Management,HIGH
ALI-00937,osha compliance,ST-MO-007-03-01,OSHA Compliance Services,MEDIUM
ALI-00938,osha compliance services,ST-MO-007-03-01,OSHA Compliance Services,HIGH
ALI-00939,osha vpp (voluntary protection programs),ST-MO-007-03-01,OSHA Compliance Services,LOW
ALI-00940,otc,ST-CO-002-01-01,Order Management,MEDIUM
ALI-00941,otc,ST-FA-007-01-02,Purchase Order Management,MEDIUM
ALI-00942,ott delivery,ST-ME-003-02-01,OTT Delivery,HIGH
ALI-00943,outage,ST-EN-001-02-01,Outage Management,MEDIUM
ALI-00944,outage communication,ST-EN-002-02-01,Outage Communication,HIGH
ALI-00945,outage management,ST-EN-001-02-01,Outage Management,HIGH
ALI-00946,outplacement,ST-HR-006-04-01,Outplacement Services,MEDIUM
ALI-00947,outplacement services,ST-HR-006-04-01,Outplacement Services,HIGH
ALI-00948,outsourcing,ST-CO-001-01-01,Tier 1 Voice Support,LOW
ALI-00949,overflow/after-hours,ST-CO-001-04-01,Overflow/After-Hours Services,MEDIUM
ALI-00950,overflow/after-hours services,ST-CO-001-04-01,Overflow/After-Hours Services,HIGH
ALI-00951,p2p operations,ST-FA-001-03-01,P2P Operations Services,MEDIUM
ALI-00952,p2p operations services,ST-FA-001-03-01,P2P Operations Services,HIGH
ALI-00953,packaging design,ST-PS-012-02-01,Packaging Design Services,MEDIUM
ALI-00954,packaging design services,ST-PS-012-02-01,Packaging Design Services,HIGH
ALI-00955,pallet storage,ST-SC-004-01-03,Pallet Storage,HIGH
ALI-00956,parking operations,ST-FR-012-01-01,Parking Operations Services,MEDIUM
ALI-00957,parking operations services,ST-FR-012-01-01,Parking Operations Services,HIGH
ALI-00958,parts & equipment,ST-EN-001-03-01,Parts & Equipment Services,MEDIUM
ALI-00959,parts & equipment services,ST-EN-001-03-01,Parts & Equipment Services,HIGH
ALI-00960,password reset,ST-IT-003-01-03,Password Reset Services,MEDIUM
ALI-00961,password reset services,ST-IT-003-01-03,Password Reset Services,HIGH
ALI-00962,patch,ST-IT-002-02-03,Patch Management,MEDIUM
ALI-00963,patch management,ST-IT-002-02-03,Patch Management,HIGH
ALI-00964,patent prosecution,ST-PS-001-03-01,Patent Prosecution,HIGH
ALI-00965,patient recruitment,ST-CL-001-01-03,Patient Recruitment,HIGH
ALI-00966,patient recruitment,ST-CL-001-04-01,Patient Recruitment Services,MEDIUM
ALI-00967,patient recruitment services,ST-CL-001-04-01,Patient Recruitment Services,HIGH
ALI-00968,patient retention,ST-CL-001-01-04,Patient Retention,HIGH
ALI-00969,pay equity analysis,ST-HR-002-03-06,Pay Equity Analysis,HIGH
ALI-00970,payment,ST-FA-001-01-02,Payment Processing,MEDIUM
ALI-00971,payment processing,ST-FA-001-01-02,Payment Processing,HIGH
ALI-00972,payroll,ST-HR-009-02-01,Payroll Processing,MEDIUM
ALI-00973,payroll inquiry resolution,ST-HR-009-02-08,Payroll Inquiry Resolution,HIGH
ALI-00974,payroll processing,ST-HR-009-02-01,Payroll Processing,HIGH
ALI-00975,payroll tax,ST-FA-004-03-01,Payroll Tax Services,MEDIUM
ALI-00976,payroll tax services,ST-FA-004-03-01,Payroll Tax Services,HIGH
ALI-00977,pcb assembly,ST-MO-001-02-01,PCB Assembly,HIGH
ALI-00978,penetration testing,ST-IT-005-01-04,Penetration Testing,HIGH
ALI-00979,penetration testing,ST-IT-005-04-01,Penetration Testing Services,MEDIUM
ALI-00980,penetration testing services,ST-IT-005-04-01,Penetration Testing Services,HIGH
ALI-00981,perfective maintenance,ST-IT-001-02-04,Perfective Maintenance,HIGH
ALI-00982,performance alerting,ST-AI-005-03-02,Performance Alerting,HIGH
ALI-00983,performance engineering,ST-EN-001-04-01,Performance Engineering Services,MEDIUM
ALI-00984,performance engineering services,ST-EN-001-04-01,Performance Engineering Services,HIGH
ALI-00985,performance improvement support,ST-HR-009-03-01,Performance Improvement Support,HIGH
ALI-00986,performance management,ST-HR-009-03-03,Performance Management Administration,MEDIUM
ALI-00987,performance management administration,ST-HR-009-03-03,Performance Management Administration,HIGH
ALI-00988,pest control,ST-FR-001-01-03,Pest Control,HIGH
ALI-00989,pest control,ST-FR-011-03-01,Pest Control Services,MEDIUM
ALI-00990,pest control services,ST-FR-011-03-01,Pest Control Services,HIGH
ALI-00991,pick and pack,ST-SC-004-01-01,Pick and Pack,HIGH
ALI-00992,pk/pd analysis,ST-CL-005-02-01,PK/PD Analysis,HIGH
ALI-00993,plan administration,ST-HR-001-02-01,TPA Plan Administration,LOW
ALI-00994,platform integrity,ST-COP-002-07-01,Platform Integrity,HIGH
ALI-00995,player/app development,ST-ME-003-04-01,Player/App Development Services,MEDIUM
ALI-00996,player/app development services,ST-ME-003-04-01,Player/App Development Services,HIGH
ALI-00997,plumbing,ST-FR-004-03-01,Plumbing Services,MEDIUM
ALI-00998,plumbing services,ST-FR-004-03-01,Plumbing Services,HIGH
ALI-00999,plumbing systems,ST-FR-003-01-03,Plumbing Systems,HIGH
ALI-01000,po,ST-SC-002-01-01,PO Processing,MEDIUM
ALI-01001,po matching,ST-FA-001-03-01,P2P Operations Services,LOW
ALI-01002,po processing,ST-SC-002-01-01,PO Processing,HIGH
ALI-01003,pole inspection,ST-EN-005-01-02,Pole Inspection,HIGH
ALI-01004,policy,ST-HR-002-06-01,Policy Administration,MEDIUM
ALI-01005,policy administration,ST-HR-002-06-01,Policy Administration,HIGH
ALI-01006,policy development,ST-COP-002-03-01,Policy Development,HIGH
ALI-01007,polygon annotation,ST-AI-001-01-04,Polygon Annotation,HIGH
ALI-01008,portfolio strategy,ST-PS-001-04-01,Portfolio Strategy Services,MEDIUM
ALI-01009,portfolio strategy services,ST-PS-001-04-01,Portfolio Strategy Services,HIGH
ALI-01010,post-approval maintenance,ST-CL-002-02-01,Post-Approval Maintenance,HIGH
ALI-01011,pr,ST-PS-002-01-05,PR Services,MEDIUM
ALI-01012,pr services,ST-PS-002-01-05,PR Services,HIGH
ALI-01013,precision machining,ST-MO-001-04-01,Precision Machining Services,MEDIUM
ALI-01014,precision machining services,ST-MO-001-04-01,Precision Machining Services,HIGH
ALI-01015,predictive maintenance,ST-MO-003-01-02,Predictive Maintenance,HIGH
ALI-01016,premium/vip support,ST-CO-001-01-03,Premium/VIP Support,HIGH
ALI-01017,preventive maintenance,ST-IT-001-02-05,Preventive Maintenance,HIGH
ALI-01018,preventive maintenance,ST-MO-003-01-01,Preventive Maintenance,HIGH
ALI-01019,primary packaging,ST-MO-008-01-01,Primary Packaging,HIGH
ALI-01020,proactive csm,ST-CO-004-02-01,Proactive CSM,HIGH
ALI-01021,process development,ST-MO-004-01-01,Process Development,HIGH
ALI-01022,process documentation,ST-COP-001-04-02,Process Documentation,HIGH
ALI-01023,process optimization,ST-PS-004-01-02,Process Optimization,HIGH
ALI-01024,product description writing,ST-COP-001-02-01,Product Description Writing,HIGH
ALI-01025,product design engineering,ST-PS-005-01-01,Product Design Engineering,HIGH
ALI-01026,product refurbishment,ST-SC-008-01-02,Product Refurbishment,HIGH
ALI-01027,product testing,ST-PS-007-01-03,Product Testing,HIGH
ALI-01028,production,ST-ME-001-04-01,Production Services,MEDIUM
ALI-01029,production operations,ST-EN-005-03-01,Production Operations Services,MEDIUM
ALI-01030,production operations services,ST-EN-005-03-01,Production Operations Services,HIGH
ALI-01031,production planning support,ST-MO-003-04-01,Production Planning Support Services,MEDIUM
ALI-01032,production planning support services,ST-MO-003-04-01,Production Planning Support Services,HIGH
ALI-01033,production services,ST-ME-001-04-01,Production Services,HIGH
ALI-01034,production transcoding,ST-ME-001-01-03,Production Transcoding,HIGH
ALI-01035,program/project,ST-IT-007-03-01,Program/Project Management,MEDIUM
ALI-01036,program/project management,ST-IT-007-03-01,Program/Project Management,HIGH
ALI-01037,programmatic labeling,ST-AI-005-04-01,Programmatic Labeling Services,MEDIUM
ALI-01038,programmatic labeling services,ST-AI-005-04-01,Programmatic Labeling Services,HIGH
