Rate_ID,Tower_Code,Agent_Type,Tier,Location_Code,Rate_Low_USD,Rate_High_USD,Rate_Median_USD,Currency_Local,Rate_Low_Local,Rate_High_Local,Rate_Unit,Pricing_Model,Effective_Date,Source,Confidence,Last_Updated
RATE-IT-DEV-JR-CA-TOR,IT,Developer,Junior,CA-TOR,45.0,70.0,57.5,CAD,45.0,70.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-CA-TOR,IT,Developer,Senior,CA-TOR,100.0,150.0,125.0,CAD,100.0,150.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-AR-BUE,CO,Customer_Service_Agent,T1,AR-BUE,8.0,14.0,11.0,ARS,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-AR-BUE,CO,Technical_Support_Agent,T1,AR-BUE,10.0,18.0,14.0,ARS,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-AR-BUE,IT,Developer,Junior,AR-BUE,18.0,32.0,25.0,ARS,18.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-AR-BUE,IT,Developer,Senior,AR-BUE,35.0,60.0,47.5,ARS,35.0,60.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-CL-SCL,CO,Customer_Service_Agent,T1,CL-SCL,12.0,18.0,15.0,CLP,12.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-CL-SCL,CO,Technical_Support_Agent,T1,CL-SCL,14.0,22.0,18.0,CLP,14.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-CL-SCL,IT,Developer,Junior,CL-SCL,22.0,38.0,30.0,CLP,22.0,38.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-SR-CL-SCL,IT,Developer,Senior,CL-SCL,40.0,70.0,55.0,CLP,40.0,70.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSA-T1-PE-LIM,CO,Customer_Service_Agent,T1,PE-LIM,8.0,14.0,11.0,PEN,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TSA-T1-PE-LIM,CO,Technical_Support_Agent,T1,PE-LIM,10.0,18.0,14.0,PEN,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DEV-JR-PE-LIM,IT,Developer,Junior,PE-LIM,18.0,30.0,24.0,PEN,18.0,30.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CL-CRA-JR-GLOBAL,CL,Clinical_Research_Associate,Junior,GLOBAL,25.0,45.0,35.0,USD,25.0,45.0,Per_Hour,T&M,2025-01-01,Perplexity CRO Research,HIGH,2025-01-03
RATE-CL-CRA-SR-GLOBAL,CL,Clinical_Research_Associate,Senior,GLOBAL,50.0,85.0,67.5,USD,50.0,85.0,Per_Hour,T&M,2025-01-01,Perplexity CRO Research,HIGH,2025-01-03
RATE-CL-DM-STD-GLOBAL,CL,Data_Management,Standard,GLOBAL,35.0,65.0,50.0,USD,35.0,65.0,Per_Hour,T&M,2025-01-01,Perplexity CRO Research,HIGH,2025-01-03
RATE-CL-STAT-STD-GLOBAL,CL,Biostatistics,Standard,GLOBAL,75.0,150.0,112.5,USD,75.0,150.0,Per_Hour,T&M,2025-01-01,Perplexity CRO Research,HIGH,2025-01-03
RATE-CL-MW-STD-GLOBAL,CL,Medical_Writing,Standard,GLOBAL,80.0,140.0,110.0,USD,80.0,140.0,Per_Hour,T&M,2025-01-01,Perplexity CRO Research,HIGH,2025-01-03
RATE-CL-REG-STD-GLOBAL,CL,Regulatory_Affairs,Standard,GLOBAL,90.0,160.0,125.0,USD,90.0,160.0,Per_Hour,T&M,2025-01-01,Perplexity CRO Research,HIGH,2025-01-03
RATE-CL-PV-STD-GLOBAL,CL,Pharmacovigilance,Standard,GLOBAL,45.0,80.0,62.5,USD,45.0,80.0,Per_Hour,T&M,2025-01-01,Perplexity CRO Research,HIGH,2025-01-03
RATE-CO-DSA-T1-IN-BLR,CO,Digital_Support_Agent,T1,IN-BLR,5.7,9.5,7.6,INR,5.7,9.5,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-DSA-T1-IN-HYD,CO,Digital_Support_Agent,T1,IN-HYD,5.7,9.5,7.6,INR,5.7,9.5,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-DSA-T1-PH-MNL,CO,Digital_Support_Agent,T1,PH-MNL,7.6,11.4,9.5,PHP,7.6,11.4,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-DSA-T1-PH-CEB,CO,Digital_Support_Agent,T1,PH-CEB,7.6,11.4,9.5,PHP,7.6,11.4,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-DSA-T1-US-PHX,CO,Digital_Support_Agent,T1,US-PHX,23.75,33.25,28.5,USD,23.75,33.25,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-DSA-T2-IN-BLR,CO,Digital_Support_Agent,T2,IN-BLR,9.5,13.3,11.4,INR,9.5,13.3,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-DSA-T2-PH-MNL,CO,Digital_Support_Agent,T2,PH-MNL,11.4,15.2,13.3,PHP,11.4,15.2,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-DSA-T2-US-PHX,CO,Digital_Support_Agent,T2,US-PHX,33.25,42.75,38.0,USD,33.25,42.75,Per_Hour,T&M,2025-01-01,FD6 Validated - 5% Async discount,HIGH,2025-01-03
RATE-CO-CSM-T1-IN-BLR,CO,Customer_Success_Manager,T1,IN-BLR,12.0,20.0,16.0,INR,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSM-T1-PH-MNL,CO,Customer_Success_Manager,T1,PH-MNL,15.0,25.0,20.0,PHP,15.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSM-T1-US-PHX,CO,Customer_Success_Manager,T1,US-PHX,35.0,55.0,45.0,USD,35.0,55.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSM-T2-IN-BLR,CO,Customer_Success_Manager,T2,IN-BLR,20.0,32.0,26.0,INR,20.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSM-T2-PH-MNL,CO,Customer_Success_Manager,T2,PH-MNL,25.0,40.0,32.5,PHP,25.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-CSM-T2-US-PHX,CO,Customer_Success_Manager,T2,US-PHX,55.0,80.0,67.5,USD,55.0,80.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-SSA-T1-IN-BLR,CO,Sales_Support_Agent,T1,IN-BLR,7.0,12.0,9.5,INR,7.0,12.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-SSA-T1-PH-MNL,CO,Sales_Support_Agent,T1,PH-MNL,9.0,15.0,12.0,PHP,9.0,15.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-SSA-T1-US-PHX,CO,Sales_Support_Agent,T1,US-PHX,28.0,40.0,34.0,USD,28.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-JR-IN-BLR,IT,QA_Engineer,Junior,IN-BLR,12.0,20.0,16.0,INR,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-JR-IN-HYD,IT,QA_Engineer,Junior,IN-HYD,12.0,20.0,16.0,INR,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-JR-PH-MNL,IT,QA_Engineer,Junior,PH-MNL,10.0,18.0,14.0,PHP,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-JR-US-PHX,IT,QA_Engineer,Junior,US-PHX,40.0,65.0,52.5,USD,40.0,65.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-SR-IN-BLR,IT,QA_Engineer,Senior,IN-BLR,22.0,35.0,28.5,INR,22.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-SR-IN-HYD,IT,QA_Engineer,Senior,IN-HYD,22.0,35.0,28.5,INR,22.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-SR-PH-MNL,IT,QA_Engineer,Senior,PH-MNL,18.0,30.0,24.0,PHP,18.0,30.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-QA-SR-US-PHX,IT,QA_Engineer,Senior,US-PHX,70.0,110.0,90.0,USD,70.0,110.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DBA-JR-IN-BLR,IT,Database_Admin,Junior,IN-BLR,18.0,28.0,23.0,INR,18.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DBA-JR-PH-MNL,IT,Database_Admin,Junior,PH-MNL,14.0,24.0,19.0,PHP,14.0,24.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DBA-JR-US-PHX,IT,Database_Admin,Junior,US-PHX,55.0,85.0,70.0,USD,55.0,85.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DBA-SR-IN-BLR,IT,Database_Admin,Senior,IN-BLR,32.0,50.0,41.0,INR,32.0,50.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DBA-SR-PH-MNL,IT,Database_Admin,Senior,PH-MNL,25.0,42.0,33.5,PHP,25.0,42.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-DBA-SR-US-PHX,IT,Database_Admin,Senior,US-PHX,95.0,145.0,120.0,USD,95.0,145.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-NET-T1-IN-BLR,IT,Network_Engineer,T1,IN-BLR,15.0,25.0,20.0,INR,15.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-NET-T1-PH-MNL,IT,Network_Engineer,T1,PH-MNL,12.0,22.0,17.0,PHP,12.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-NET-T1-US-PHX,IT,Network_Engineer,T1,US-PHX,50.0,80.0,65.0,USD,50.0,80.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-NET-T2-IN-BLR,IT,Network_Engineer,T2,IN-BLR,25.0,40.0,32.5,INR,25.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-NET-T2-PH-MNL,IT,Network_Engineer,T2,PH-MNL,20.0,35.0,27.5,PHP,20.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-NET-T2-US-PHX,IT,Network_Engineer,T2,US-PHX,80.0,120.0,100.0,USD,80.0,120.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SYS-T1-IN-BLR,IT,System_Admin,T1,IN-BLR,12.0,20.0,16.0,INR,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SYS-T1-PH-MNL,IT,System_Admin,T1,PH-MNL,10.0,18.0,14.0,PHP,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SYS-T1-US-PHX,IT,System_Admin,T1,US-PHX,45.0,70.0,57.5,USD,45.0,70.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SYS-T2-IN-BLR,IT,System_Admin,T2,IN-BLR,20.0,32.0,26.0,INR,20.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SYS-T2-PH-MNL,IT,System_Admin,T2,PH-MNL,16.0,28.0,22.0,PHP,16.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SYS-T2-US-PHX,IT,System_Admin,T2,US-PHX,70.0,105.0,87.5,USD,70.0,105.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-RPA-JR-IN-BLR,IT,RPA_Developer,Junior,IN-BLR,15.0,25.0,20.0,INR,15.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-RPA-JR-PH-MNL,IT,RPA_Developer,Junior,PH-MNL,12.0,22.0,17.0,PHP,12.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-RPA-JR-US-PHX,IT,RPA_Developer,Junior,US-PHX,50.0,80.0,65.0,USD,50.0,80.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-RPA-SR-IN-BLR,IT,RPA_Developer,Senior,IN-BLR,28.0,45.0,36.5,INR,28.0,45.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-RPA-SR-PH-MNL,IT,RPA_Developer,Senior,PH-MNL,22.0,38.0,30.0,PHP,22.0,38.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-RPA-SR-US-PHX,IT,RPA_Developer,Senior,US-PHX,90.0,140.0,115.0,USD,90.0,140.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-BA-JR-IN-BLR,IT,Business_Analyst,Junior,IN-BLR,12.0,22.0,17.0,INR,12.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-BA-JR-PH-MNL,IT,Business_Analyst,Junior,PH-MNL,10.0,18.0,14.0,PHP,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-BA-JR-US-PHX,IT,Business_Analyst,Junior,US-PHX,45.0,70.0,57.5,USD,45.0,70.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-BA-SR-IN-BLR,IT,Business_Analyst,Senior,IN-BLR,25.0,42.0,33.5,INR,25.0,42.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-BA-SR-PH-MNL,IT,Business_Analyst,Senior,PH-MNL,20.0,35.0,27.5,PHP,20.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-BA-SR-US-PHX,IT,Business_Analyst,Senior,US-PHX,80.0,130.0,105.0,USD,80.0,130.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-PM-JR-IN-BLR,IT,Project_Manager,Junior,IN-BLR,18.0,30.0,24.0,INR,18.0,30.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-PM-JR-PH-MNL,IT,Project_Manager,Junior,PH-MNL,15.0,25.0,20.0,PHP,15.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-PM-JR-US-PHX,IT,Project_Manager,Junior,US-PHX,55.0,90.0,72.5,USD,55.0,90.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-PM-SR-IN-BLR,IT,Project_Manager,Senior,IN-BLR,35.0,55.0,45.0,INR,35.0,55.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-PM-SR-PH-MNL,IT,Project_Manager,Senior,PH-MNL,28.0,48.0,38.0,PHP,28.0,48.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-PM-SR-US-PHX,IT,Project_Manager,Senior,US-PHX,100.0,160.0,130.0,USD,100.0,160.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SA-JR-IN-BLR,IT,Solutions_Architect,Junior,IN-BLR,28.0,45.0,36.5,INR,28.0,45.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SA-JR-PH-MNL,IT,Solutions_Architect,Junior,PH-MNL,22.0,38.0,30.0,PHP,22.0,38.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SA-JR-US-PHX,IT,Solutions_Architect,Junior,US-PHX,85.0,130.0,107.5,USD,85.0,130.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SA-SR-IN-BLR,IT,Solutions_Architect,Senior,IN-BLR,50.0,80.0,65.0,INR,50.0,80.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SA-SR-PH-MNL,IT,Solutions_Architect,Senior,PH-MNL,40.0,65.0,52.5,PHP,40.0,65.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-IT-SA-SR-US-PHX,IT,Solutions_Architect,Senior,US-PHX,140.0,200.0,170.0,USD,140.0,200.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-QAA-T1-IN-BLR,CO,Quality_Assurance_Agent,T1,IN-BLR,6.0,10.0,8.0,INR,6.0,10.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-QAA-T1-PH-MNL,CO,Quality_Assurance_Agent,T1,PH-MNL,8.0,13.0,10.5,PHP,8.0,13.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-QAA-T1-US-PHX,CO,Quality_Assurance_Agent,T1,US-PHX,25.0,38.0,31.5,USD,25.0,38.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-QAA-T2-IN-BLR,CO,Quality_Assurance_Agent,T2,IN-BLR,10.0,16.0,13.0,INR,10.0,16.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-QAA-T2-PH-MNL,CO,Quality_Assurance_Agent,T2,PH-MNL,13.0,20.0,16.5,PHP,13.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-QAA-T2-US-PHX,CO,Quality_Assurance_Agent,T2,US-PHX,38.0,55.0,46.5,USD,38.0,55.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-WFM-T1-IN-BLR,CO,Workforce_Management,T1,IN-BLR,8.0,14.0,11.0,INR,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-WFM-T1-PH-MNL,CO,Workforce_Management,T1,PH-MNL,10.0,16.0,13.0,PHP,10.0,16.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-WFM-T1-US-PHX,CO,Workforce_Management,T1,US-PHX,30.0,45.0,37.5,USD,30.0,45.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-WFM-T2-IN-BLR,CO,Workforce_Management,T2,IN-BLR,14.0,22.0,18.0,INR,14.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-WFM-T2-PH-MNL,CO,Workforce_Management,T2,PH-MNL,16.0,25.0,20.5,PHP,16.0,25.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-WFM-T2-US-PHX,CO,Workforce_Management,T2,US-PHX,45.0,68.0,56.5,USD,45.0,68.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TRN-T1-IN-BLR,CO,Trainer,T1,IN-BLR,10.0,18.0,14.0,INR,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TRN-T1-PH-MNL,CO,Trainer,T1,PH-MNL,12.0,20.0,16.0,PHP,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TRN-T1-US-PHX,CO,Trainer,T1,US-PHX,35.0,55.0,45.0,USD,35.0,55.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TRN-T2-IN-BLR,CO,Trainer,T2,IN-BLR,18.0,28.0,23.0,INR,18.0,28.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TRN-T2-PH-MNL,CO,Trainer,T2,PH-MNL,20.0,32.0,26.0,PHP,20.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TRN-T2-US-PHX,CO,Trainer,T2,US-PHX,55.0,85.0,70.0,USD,55.0,85.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TL-T1-IN-BLR,CO,Team_Lead,T1,IN-BLR,12.0,20.0,16.0,INR,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TL-T1-PH-MNL,CO,Team_Lead,T1,PH-MNL,14.0,22.0,18.0,PHP,14.0,22.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TL-T1-US-PHX,CO,Team_Lead,T1,US-PHX,38.0,58.0,48.0,USD,38.0,58.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TL-T2-IN-BLR,CO,Team_Lead,T2,IN-BLR,20.0,32.0,26.0,INR,20.0,32.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TL-T2-PH-MNL,CO,Team_Lead,T2,PH-MNL,22.0,35.0,28.5,PHP,22.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-TL-T2-US-PHX,CO,Team_Lead,T2,US-PHX,58.0,85.0,71.5,USD,58.0,85.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-OM-T1-IN-BLR,CO,Operations_Manager,T1,IN-BLR,20.0,35.0,27.5,INR,20.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-OM-T1-PH-MNL,CO,Operations_Manager,T1,PH-MNL,25.0,42.0,33.5,PHP,25.0,42.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-OM-T1-US-PHX,CO,Operations_Manager,T1,US-PHX,55.0,90.0,72.5,USD,55.0,90.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-OM-T2-IN-BLR,CO,Operations_Manager,T2,IN-BLR,35.0,55.0,45.0,INR,35.0,55.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-OM-T2-PH-MNL,CO,Operations_Manager,T2,PH-MNL,42.0,65.0,53.5,PHP,42.0,65.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-CO-OM-T2-US-PHX,CO,Operations_Manager,T2,US-PHX,90.0,140.0,115.0,USD,90.0,140.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-REC-JR-IN-BLR,HR,Recruiter,Junior,IN-BLR,10.0,18.0,14.0,INR,10.0,18.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-REC-JR-PH-MNL,HR,Recruiter,Junior,PH-MNL,12.0,20.0,16.0,PHP,12.0,20.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-REC-JR-US-PHX,HR,Recruiter,Junior,US-PHX,30.0,50.0,40.0,USD,30.0,50.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-REC-SR-IN-BLR,HR,Recruiter,Senior,IN-BLR,18.0,30.0,24.0,INR,18.0,30.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-REC-SR-PH-MNL,HR,Recruiter,Senior,PH-MNL,22.0,35.0,28.5,PHP,22.0,35.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-REC-SR-US-PHX,HR,Recruiter,Senior,US-PHX,55.0,90.0,72.5,USD,55.0,90.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-TRC-JR-IN-BLR,HR,Technical_Recruiter,Junior,IN-BLR,14.0,24.0,19.0,INR,14.0,24.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-TRC-JR-PH-MNL,HR,Technical_Recruiter,Junior,PH-MNL,16.0,26.0,21.0,PHP,16.0,26.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-TRC-JR-US-PHX,HR,Technical_Recruiter,Junior,US-PHX,40.0,65.0,52.5,USD,40.0,65.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-TRC-SR-IN-BLR,HR,Technical_Recruiter,Senior,IN-BLR,24.0,40.0,32.0,INR,24.0,40.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-TRC-SR-PH-MNL,HR,Technical_Recruiter,Senior,PH-MNL,28.0,45.0,36.5,PHP,28.0,45.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-TRC-SR-US-PHX,HR,Technical_Recruiter,Senior,US-PHX,70.0,110.0,90.0,USD,70.0,110.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-HRA-JR-IN-BLR,HR,HR_Administrator,Junior,IN-BLR,7.0,12.0,9.5,INR,7.0,12.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
RATE-HR-HRA-JR-PH-MNL,HR,HR_Administrator,Junior,PH-MNL,8.0,14.0,11.0,PHP,8.0,14.0,Per_Hour,T&M,2025-01-01,FD6 Validated Research,HIGH,2025-01-03
