Service_Type_ID,SubCategory_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence
ST-CL-006-01-03,CAT-CL-006-01,Informed Consent Forms,"Informed Consent Forms services including analysis, implementation, and ongoing support",N/A,PPU,Month,Clinical_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-006-01-04,CAT-CL-006-01,Clinical Study Reports,"Clinical Study Reports services including analysis, implementation, and ongoing support",N/A,PPU,Project,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-006-01-05,CAT-CL-006-01,Clinical Narratives,Patient narrative writing,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-006-01-06,CAT-CL-006-01,CTD Module Writing,CTD clinical module writing,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-002-01-02,CAT-CL-002-01,Regulatory Strategy,Regulatory strategy development,N/A,PPU,Project,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-002-01-03,CAT-CL-002-01,IND/CTA Preparation,"IND/CTA Preparation services including analysis, implementation, and ongoing support",N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-002-01-04,CAT-CL-002-01,NDA/BLA Preparation,Marketing application preparation,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-002-01-05,CAT-CL-002-01,eCTD Publishing,Electronic submission publishing,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-002-02-01,CAT-CL-002-02,Post-Approval Maintenance,Regulatory maintenance services,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-01-01,CAT-CL-007-01,ICSR Processing,Safety case processing,N/A,PPU,Case,Clinical_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-01-02,CAT-CL-007-01,Medical Review,Safety case medical review,N/A,PPU,Case,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-01-03,CAT-CL-007-01,Safety Database Hosting,Safety database management,N/A,PPU,Month,Clinical_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-01-04,CAT-CL-007-01,Aggregate Reports,PSUR/PBRER preparation,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-01-05,CAT-CL-007-01,Signal Detection,Safety signal detection,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-02-01,CAT-CL-007-02,RMP/REMS Development,Risk management planning,N/A,PPU,Project,Clinical_Specialist,L1-L3,,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-007-01-06,CAT-CL-007-01,Literature Surveillance,Medical literature monitoring,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-008-01-01,CAT-CL-008-01,Medical Information Services,Medical information call center,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Response,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-008-01-02,CAT-CL-008-01,MSL Outsourcing,Medical science liaison services,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-008-01-03,CAT-CL-008-01,Medical Communications,Medical and scientific communications,N/A,PPU,Transaction,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-008-02-01,CAT-CL-008-02,RWE Generation,Real-world evidence generation,N/A,PPU,Project,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-CL-008-01-04,CAT-CL-008-01,Publication Planning,Publication planning services,N/A,PPU,Project,Clinical_Specialist,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM
ST-EN-001-01-01,CAT-EN-001-01,AMI Deployment,Advanced metering infrastructure deployment,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-001-01-02,CAT-EN-001-01,Meter Data Collection,Meter data collection services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-001-01-03,CAT-EN-001-01,Meter Data Management,MDM system operations,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-001-01-04,CAT-EN-001-01,Manual Meter Reading,Manual meter reading services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-001-01-05,CAT-EN-001-01,Meter Testing,Meter testing and calibration,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-001-01-06,CAT-EN-001-01,Remote Connect/Disconnect,Remote service connection,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-002-01-01,CAT-EN-002-01,Control Center Operations,Grid control center operations,Voice,T&M,Hour,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-002-01-02,CAT-EN-002-01,SCADA Management,SCADA system management,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-002-01-03,CAT-EN-002-01,Real-Time Monitoring,Grid real-time monitoring,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-002-01-04,CAT-EN-002-01,EMS Operations,Energy management system operations,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-002-02-01,CAT-EN-002-02,Outage Communication,Outage notification services,Voice,PPU,Case,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-003-01-01,CAT-EN-003-01,Utility Bill Calculation,Customer bill calculation,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-003-01-02,CAT-EN-003-01,Utility Payment Processing,Payment processing services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-003-02-01,CAT-EN-003-02,Utility Credit & Collections,Utility collections services,Voice,PPU,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-003-01-03,CAT-EN-003-01,Utility Contact Center,Customer contact center services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Response,24hr processing,FCR,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-003-02-02,CAT-EN-003-02,Revenue Protection,Revenue protection services,Voice,PPU,Case,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-01-01,CAT-EN-004-01,Emergency Restoration,Storm and emergency restoration,Voice,PPU,Case,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-01-02,CAT-EN-004-01,Transmission Maintenance,Transmission line maintenance,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-02-01,CAT-EN-004-02,Distribution Maintenance,Distribution system maintenance,Voice,PPU,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-01-03,CAT-EN-004-01,Substation Maintenance,Substation maintenance services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-02-02,CAT-EN-004-02,Service Connection,New service connections,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-02-03,CAT-EN-004-02,Make-Ready Engineering,Pole attachment engineering,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-004-02-04,CAT-EN-004-02,Underground Locating,Underground facility locating,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-01-01,CAT-EN-005-01,Vegetation Management,Line clearance and vegetation management,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-01-02,CAT-EN-005-01,Pole Inspection,Distribution pole inspection,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-01-03,CAT-EN-005-01,Transformer Maintenance,Distribution transformer maintenance,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-01-04,CAT-EN-005-01,Thermography Inspection,Infrared inspection services,Voice,PPU,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-02-01,CAT-EN-005-02,Asset Inventory,GIS and asset inventory,Voice,PPU,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-005-01-05,CAT-EN-005-01,Aerial Inspection,Drone and aerial inspection,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-006-01-01,CAT-EN-006-01,Energy Scheduling,Energy scheduling services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-006-01-02,CAT-EN-006-01,Market Settlements,Wholesale market settlements,Voice,PPU,Project,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-006-01-03,CAT-EN-006-01,Transmission Scheduling,Transmission scheduling services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-006-02-01,CAT-EN-006-02,Energy Risk Management,Energy risk management,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-007-01-01,CAT-EN-007-01,NERC O&P Compliance,Operations and planning compliance,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-007-01-02,CAT-EN-007-01,NERC CIP Compliance,Critical infrastructure protection,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-007-02-01,CAT-EN-007-02,Environmental Compliance,Environmental compliance services,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-007-02-02,CAT-EN-007-02,Safety Compliance,Safety compliance and training,Voice,PPU,Project,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-008-01-01,CAT-EN-008-01,Demand Response Management,Demand response program management,Voice,PPU,Case,Energy_Operations_Tech,L1-L3,15,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-008-01-02,CAT-EN-008-01,Load Curtailment,Load curtailment aggregation,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-008-01-03,CAT-EN-008-01,Direct Load Control,Direct load control services,Voice,PPU,Month,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-008-02-01,CAT-EN-008-02,Energy Efficiency Programs,Energy efficiency program delivery,Voice,PPU,Project,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-EN-008-01-04,CAT-EN-008-01,VPP Operations,Virtual power plant operations,Voice,PPU,Transaction,Energy_Operations_Tech,L1-L3,15,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW
ST-ME-001-01-01,CAT-ME-001-01,Dailies Processing,Dailies processing and delivery,Async,PPU,Transaction,Content_Operations_Agent,None,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-001-01-02,CAT-ME-001-01,Camera Data Wrangling,DIT and data management,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-001-01-03,CAT-ME-001-01,Production Transcoding,Production format transcoding,Async,T&M,Hour,Content_Operations_Agent,None,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-001-01-04,CAT-ME-001-01,Remote Production Support,Remote production services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-001-02-01,CAT-ME-001-02,Virtual Production Support,Virtual production services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-002-01-01,CAT-ME-002-01,Offline Editorial,Offline editing services,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-002-01-02,CAT-ME-002-01,Color Grading,Color correction and grading,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-002-01-03,CAT-ME-002-01,Online Conform,Online conform and finishing,Async,T&M,Hour,Content_Operations_Agent,None,3,Delivery,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-002-02-01,CAT-ME-002-02,Sound Editing,Sound editing services,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-002-02-02,CAT-ME-002-02,Sound Design,Sound design and creation,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-002-02-03,CAT-ME-002-02,Re-Recording Mixing,"Re-Recording Mixing services including analysis, implementation, and ongoing support",Async,T&M,Hour,Content_Operations_Agent,None,3,Delivery,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-002-02-04,CAT-ME-002-02,Music Composition,Original music composition,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-003-01-01,CAT-ME-003-01,DCP Mastering,Digital cinema package creation,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Compliance,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-003-01-02,CAT-ME-003-01,KDM Management,Key delivery message management,Async,PPU,Transaction,Content_Operations_Agent,None,3,Delivery,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-003-02-01,CAT-ME-003-02,OTT Delivery,Streaming delivery services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Compliance,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-003-01-03,CAT-ME-003-01,Broadcast Mastering,Broadcast master creation,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Compliance,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-003-01-04,CAT-ME-003-01,Home Entertainment Authoring,DVD/Blu-ray authoring,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-003-02-02,CAT-ME-003-02,Video Encoding,Video transcoding services,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-004-01-01,CAT-ME-004-01,Rights Tracking,Content rights management,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Compliance,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-004-01-02,CAT-ME-004-01,Royalty Calculation,Royalty and residuals calculation,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-004-01-03,CAT-ME-004-01,Rights Clearance,Rights clearance services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-004-02-01,CAT-ME-004-02,Anti-Piracy Services,Content protection services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-005-01-01,CAT-ME-005-01,Subtitle Creation,Original subtitle creation,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-005-01-02,CAT-ME-005-01,Subtitle Translation,Subtitle translation services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-005-01-03,CAT-ME-005-01,SDH/Closed Captioning,SDH and captioning services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Compliance,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-005-02-01,CAT-ME-005-02,Lip-Sync Dubbing,"Lip-Sync Dubbing services including analysis, implementation, and ongoing support",Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-005-02-02,CAT-ME-005-02,Voice-Over Recording,"Voice-Over Recording services including analysis, implementation, and ongoing support",Async,PPU,Transaction,Content_Operations_Agent,None,3,Delivery,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-005-01-04,CAT-ME-005-01,Script Adaptation,Script adaptation services,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-005-01-05,CAT-ME-005-01,Metadata Localization,Metadata translation,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-006-01-01,CAT-ME-006-01,Automated Technical QC,Automated QC services,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-006-01-02,CAT-ME-006-01,Manual Visual QC,Visual quality control,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-006-01-03,CAT-ME-006-01,Audio QC,Audio quality control,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-006-01-04,CAT-ME-006-01,Subtitle QC,Subtitle quality control,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Compliance,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-006-01-05,CAT-ME-006-01,Compliance Editing,Standards and practices editing,Async,T&M,Hour,Content_Operations_Agent,None,3,Turnaround,24hr processing,Compliance,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-007-01-01,CAT-ME-007-01,MAM Implementation,Media asset management implementation,Async,T&M,Hour,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-007-01-02,CAT-ME-007-01,Media Ingest Services,Content ingest services,Async,PPU,Month,Content_Operations_Agent,None,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-007-01-03,CAT-ME-007-01,Metadata Management,"Metadata Management services including analysis, implementation, and ongoing support",Async,PPU,Month,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-007-01-04,CAT-ME-007-01,Digital Archive Management,Archive management services,Async,PPU,Month,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-007-01-05,CAT-ME-007-01,Content Cataloging,Content cataloging services,Async,PPU,Month,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-008-01-01,CAT-ME-008-01,3D Modeling,3D modeling services,Async,PPU,Month,Content_Operations_Agent,None,3,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-008-01-02,CAT-ME-008-01,Character Animation,Character animation services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-008-01-03,CAT-ME-008-01,Motion Capture Processing,Mocap processing services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-008-01-04,CAT-ME-008-01,Digital Compositing,VFX compositing services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-ME-008-01-05,CAT-ME-008-01,Rotoscoping,Rotoscoping services,Async,PPU,Transaction,Content_Operations_Agent,None,3,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW
ST-AI-001-01-01,CAT-AI-001-01,Image Bounding Box Annotation,Image bounding box annotation for object detection,Async,PPU,Transaction,Data_Annotator,L1-L3,2,Processing,24hr processing,Accuracy,95% accuracy,,,"Scale AI,Appen,Labelbox,Surge AI,Samasource",LOW
