Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes
ST-CL-007-01-03,VND-0008,Wipro,Major Contender,ISG Provider Lens 2024,2,Established,,HIGH,2025-01,Analyst,Oracle Argus global safety database services
ST-CL-007-01-03,VND-0329,ArisGlobal,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Safety software leader; widely used database platform
ST-CL-007-01-03,VND-0506,Cloudbyz,,Industry Reports 2024,,Emerging,Post-2019,MEDIUM,2025-01,Analyst,Cloud-based PV software; E2B(R3) and MedDRA compliance
ST-CL-007-01-04,VND-0777,Freyr Solutions,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"PBRER, PSUR, DSUR aggregate reports; global compliance"
ST-CL-007-01-04,VND-1061,Med Communications,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"PBRER, PSUR, PADER aggregate reporting"
ST-CL-007-01-04,VND-1466,Soterius,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Aggregate reports authoring; physician-led teams
ST-CL-007-01-04,VND-0332,Arriello,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Aggregate reports lifecycle management
ST-CL-007-01-05,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Signal detection via Vigilance platform with machine learning
ST-CL-007-01-05,VND-0009,Cognizant,Leader,ISG Provider Lens 2024,1,Established,,HIGH,2025-01,Analyst,AI-driven signal detection
ST-CL-007-01-05,VND-0873,ICON plc,Major Contender,Industry Reports 2024,2,Established,1990,HIGH,2025-01,Analyst,Signal and trend analysis via PRISM Safety
ST-CL-007-01-05,VND-1231,PharmaLex,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Signal detection via SmartVigilit® and customized strategies
ST-CL-007-02-01,VND-0332,Arriello,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,RMP/REMS using BRAT/PrOACT-URL methodology; EMA & FDA compliance
ST-CL-007-02-01,VND-1597,UBC,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,150+ years combined experience; REMS consortia; epidemiology-led
ST-CL-007-02-01,VND-1518,Syneos Health,,Industry Reports 2024,,Established,1998,MEDIUM,2025-01,Analyst,Global Risk Management Solutions; \>150 experts; GRMR Technology platform
ST-CL-007-02-01,VND-1035,MMS Holdings,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Tailored REMS solutions; shared system REMS coordination
ST-CL-007-02-01,VND-0873,ICON plc,,Industry Reports 2024,,Established,1990,MEDIUM,2025-01,Analyst,Risk management & REMS solutions
ST-CL-007-01-06,VND-1257,PrimeVigilance (Ergomed),,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"Global literature monitoring; Medline, PubMed, Embase, social media"
ST-CL-007-01-06,VND-0497,Clarivate,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Dialog PV Literature Monitoring; modular end-to-end automation
ST-CL-007-01-06,VND-1231,PharmaLex,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,SmartVigilit® literature management tool; AI-enabled
ST-CL-007-01-06,VND-0935,Jeyflex,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Comprehensive literature screening/monitoring services
ST-CL-007-01-06,VND-1061,Med Communications,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,AI-enhanced literature monitoring; DistillerSR platform
ST-CL-007-01-06,VND-1263,ProPharma,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Global literature review; EMA MLM list support
ST-CL-007-03-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Vendor qualification within broader PV and quality services
ST-CL-007-04-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Quality systems consulting as part of enterprise services
ST-CL-008-01-01,VND-0646,EVERSANA,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"Medical information services; 20+ years, 200+ clients, global hubs"
ST-CL-008-01-01,VND-1061,Med Communications,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,25+ years MI services; pharmacist MIS specialists
ST-CL-008-01-01,VND-1263,ProPharma,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,25+ years MI; AI integration; 40+ languages
ST-CL-008-01-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,AI/NLP-enabled MI services
ST-CL-008-01-01,VND-0902,Inizio Engage,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Omnichannel MI technology; AI-enabled
ST-CL-008-01-02,VND-0299,Amplity,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,MSL outsourcing across therapeutic areas; oncology to rare disease
ST-CL-008-01-02,VND-0373,BESTMSLs,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Contract MSL recruiting and hiring; scientifically credentialed teams
ST-CL-008-01-02,VND-1564,The Medical Affairs Company,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Contract MSL teams & programs; field-based scientific exchange
ST-CL-008-01-02,VND-1073,Mercalis,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,MSL services for HCP engagement
ST-CL-008-01-03,VND-1519,Syneos Health Communications,,Industry Reports 2024,,Established,1998,MEDIUM,2025-01,Analyst,Medical communications; strategic planning and content development
ST-CL-008-01-03,VND-0949,KJT Group,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Medical & scientific communications
ST-CL-008-01-03,VND-1205,PPD (Thermo Fisher),,Industry Reports 2024,,Established,Historical,MEDIUM,2025-01,Analyst,Medical information communications services
ST-CL-008-02-01,VND-1166,OM1,Leader,Frost Radar 2025,1,Emerging,Post-2019,HIGH,2025-01,Analyst,Frost Radar RWE leader 2025; regulatory-grade RWE platforms
ST-CL-008-02-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Large-scale multi-source RWE analytics
ST-CL-008-02-01,VND-0873,ICON plc,Leader,Industry Reports 2024,1,Established,1990,HIGH,2025-01,Analyst,Integrated clinical and real-world research solutions
ST-CL-008-02-01,VND-0744,Flatiron Health,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Oncology-focused RWE; extensive EHR network
ST-CL-008-02-01,VND-0708,Evidera,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,RWE platform for clinical trials and healthcare research
ST-CL-008-02-01,VND-0268,Aetion,,Industry Reports 2024,,Emerging,Post-2019,MEDIUM,2025-01,Analyst,RWE leader; evidence generation platform
ST-CL-008-02-01,VND-1590,Truveta,,Industry Reports 2024,,Emerging,Post-2019,MEDIUM,2025-01,Analyst,Emerging RWE platform
ST-CL-008-01-04,VND-1519,Syneos Health Communications,,Industry Reports 2024,,Established,1998,MEDIUM,2025-01,Analyst,Publication planning within medical communications
ST-CL-008-01-04,VND-0477,Certara Synchrogenix,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Scientific & medical publications professional services
ST-CL-008-01-04,VND-0949,KJT Group,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Publication planning & management
ST-CL-008-01-04,VND-0341,Aspire Scientific,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Publications planning and delivery
ST-CL-008-03-01,VND-1252,Precision For Medicine,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Translational central lab services; biostorage and biospecimen data
ST-CL-008-03-01,VND-0985,Labcorp Drug Development,Leader,Industry Reports 2024,1,Established,Historical,HIGH,2025-01,Analyst,Central lab services; Global Trial Connect launched June 2024
ST-CL-008-03-01,VND-0882,IQVIA Laboratories,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Site Lab Navigator launched March 2025; Q² Solutions JV with Quest
ST-CL-008-04-01,VND-0496,Clario,Leader,Industry Reports 2024,1,Established,,HIGH,2025-01,Analyst,"Philadelphia-based; comprehensive imaging core lab (MRI, CT, PET, X-ray)"
ST-CL-008-04-01,VND-0873,ICON plc,Leader,Industry Reports 2024,1,Established,1990,HIGH,2025-01,Analyst,Imaging services across therapeutic areas
ST-CL-008-04-01,VND-1070,Medpace Imaging Core Lab,,Industry Reports 2024,,Established,1992,MEDIUM,2025-01,Analyst,MRI/CT interpretation; cardiovascular imaging expertise
ST-CL-008-04-01,VND-1064,Median Technologies,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"Global leader oncology imaging; 300+ studies, 100+ Phase III, AI-powered"
ST-CL-008-04-01,VND-0399,Bioclinica,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Centralized image analysis; oncology PET/MRI trials
ST-CL-008-04-01,VND-0890,Image Core Lab (ICL),,Industry Reports 2024,,Emerging,,MEDIUM,2025-01,Analyst,CLINSpa software platform; 12 years expertise in core lab services
ST-CL-008-04-01,VND-0887,IXICO plc,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,UK-based imaging core lab
ST-CL-008-04-01,VND-1227,Perceptive eClinical,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Global imaging core lab; 30 years experience
ST-ME-001-01-01,VND-1549,Technicolor (Dailies),Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Global dailies infrastructure, color-balanced footage delivery within hours"
ST-ME-001-01-01,VND-1256,Prime Focus,Major Contender,Industry Analysis,2,Established,2001,HIGH,2025-01,Analyst,"Bollywood \+ Hollywood dailies processing, cloud workflows"
ST-ME-001-01-01,VND-0529,Company 3,Major Contender,Vitrina Analysis,2,Established,1985,HIGH,2025-01,Analyst,"Color-correct dailies, real-time playback, Emmy-winning team"
ST-ME-001-01-02,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Camera data wrangling, RAW format expertise, on-set support"
ST-ME-001-01-02,VND-0582,DNEG,Major Contender,Post-Production Market,2,Established,1998,HIGH,2025-01,Analyst,"Camera tracking, visual effects integration"
ST-ME-001-01-02,VND-1241,Pixelogic,Challenger,Nimdzi 100 2025,3,Established,2016,HIGH,2025-01,Analyst,"Media ingest services, format standardization"
ST-ME-001-01-03,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Production transcoding, multi-format output, 4K/8K certified"
ST-ME-001-01-03,VND-0247,AWS Elemental,Major Contender,Gartner CLS,2,Established,2006,HIGH,2025-01,Analyst,"Cloud transcoding, scalable encoding pipelines"
ST-ME-001-01-03,VND-1556,Tencent Cloud,Challenger,Gartner 2024,3,Established,2010,HIGH,2025-01,Analyst,"Real-time transcoding, Asia-Pacific focus"
ST-ME-001-01-04,VND-1256,Prime Focus,Leader,Vitrina Analysis,1,Established,2001,HIGH,2025-01,Analyst,"REMI production, remote operator support, global connectivity"
ST-ME-001-01-04,VND-1133,NEP Group,Major Contender,Industry Directory,2,Established,1988,HIGH,2025-01,Analyst,"Remote production infrastructure, hybrid workflows"
ST-ME-001-01-04,VND-1535,TVU Networks,Challenger,Industry Analysis,3,Established,2006,HIGH,2025-01,Analyst,"Virtual production NOC, bonded cellular backup"
ST-ME-001-02-01,VND-1373,S4 Studios,Major Contender,ICVFX Analysis,2,Established,2015,HIGH,2025-01,Analyst,"LED volume ICVFX, real-time virtual backgrounds"
ST-ME-001-02-01,VND-1133,NEP Group,Leader,Industry Survey,1,Established,1988,HIGH,2025-01,Analyst,"Full ICVFX production support, Unreal Engine integration"
ST-ME-001-02-01,VND-1536,Take4D,Star Performer,ICVFX Specialist,,Established,2010,MEDIUM,2025-01,Analyst,"ICVFX consulting, studio integration, 30+ years visualization"
ST-ME-001-03-01,VND-1256,Prime Focus,Leader,Vitrina Analysis,1,Established,2001,HIGH,2025-01,Analyst,"Surround sound mixing, Dolby Atmos, re-recording capability"
ST-ME-001-03-01,VND-1548,Technicolor,Major Contender,Market.us Report,2,Established,1893,HIGH,2025-01,Analyst,"Multi-channel audio production, music composition"
ST-ME-001-03-01,VND-1584,TravSonic,Challenger,Audio Post Directory,3,Established,2003,HIGH,2025-01,Analyst,"Sound design, dialogue cleanup, immersive audio"
ST-ME-001-04-01,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"End-to-end production services, VFX integration, color grading"
ST-ME-001-04-01,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Full-service post-production, remote studios, global delivery"
ST-ME-001-04-01,VND-0529,Company 3,Major Contender,Vitrina Analysis,2,Established,1985,HIGH,2025-01,Analyst,"High-end color finishing, theatrical mastering"
ST-ME-002-01-01,VND-0529,Company 3,Leader,Vitrina Analysis,1,Established,1985,HIGH,2025-01,Analyst,"High-end offline editorial, feature film experience, color-grade-to-editorial workflow"
ST-ME-002-01-01,VND-0774,Framestore,Major Contender,Post-Production Market,2,Established,1986,HIGH,2025-01,Analyst,"Commercial \+ episodic editing, creative direction"
ST-ME-002-01-01,VND-1565,The Mill,Major Contender,Vitrina Analysis,2,Established,1990,HIGH,2025-01,Analyst,"Advertising editorial, high-speed turnaround"
ST-ME-002-01-02,VND-0529,Company 3,Leader,Market.us Report,1,Established,1985,HIGH,2025-01,Analyst,"Color grading, DCI/HDR/Rec.709 compliance, theatrical \+ streaming"
ST-ME-002-01-02,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Digital intermediate (DI), color science, multi-format output"
ST-ME-002-01-02,VND-0608,Deluxe Entertainment,Major Contender,Market.us Report,2,Established,1915,HIGH,2025-01,Analyst,"Color timing, VFX composite supervision"
ST-ME-002-01-03,VND-0529,Company 3,Leader,Vitrina Analysis,1,Established,1985,HIGH,2025-01,Analyst,"Online conform, DCP mastering prep, final output assembly"
ST-ME-002-01-03,VND-0774,Framestore,Major Contender,Industry Directory,2,Established,1986,HIGH,2025-01,Analyst,"Conform \+ delivery, format flexibility"
ST-ME-002-01-03,VND-0608,Deluxe Entertainment,Major Contender,Market.us Report,2,Established,1915,HIGH,2025-01,Analyst,"Online conform, multi-standard output"
ST-ME-002-02-01,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Sound editing, dialogue cleanup, foley integration, Dolby certified"
ST-ME-002-02-01,VND-1584,TravSonic,Major Contender,Audio Post Directory,2,Established,2003,HIGH,2025-01,Analyst,"Dialogue editing, ADR editing, immersive sound"
ST-ME-002-02-01,VND-1588,TripleTone Audio Post,Challenger,Audio Post Directory,3,Established,2010,HIGH,2025-01,Analyst,"ADR, foley, dialogue sweetening"
ST-ME-002-02-02,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Sound design, effects creation, spatial audio design"
ST-ME-002-02-02,VND-0893,Increditors,Major Contender,SoundBetter Rankings,2,Established,2007,HIGH,2025-01,Analyst,"Environmental soundscaping, SFX library (200M+ views)"
ST-ME-002-02-02,VND-1588,TripleTone Audio Post,Challenger,Audio Post Directory,3,Established,2010,HIGH,2025-01,Analyst,"Custom sound design, sonic branding"
ST-ME-002-02-03,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Re-recording mixing, surround mixing, theatrical \+ broadcast"
ST-ME-002-02-03,VND-1584,TravSonic,Major Contender,Audio Post Directory,2,Established,2003,HIGH,2025-01,Analyst,"Re-recording, Dolby Atmos mixing, broadcast compliance"
ST-ME-002-02-03,VND-1256,Prime Focus,Major Contender,Vitrina Analysis,2,Established,2001,HIGH,2025-01,Analyst,"Multichannel mixing, music-to-picture"
ST-ME-002-02-04,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Music composition, original score production, orchestra recording"
ST-ME-002-02-04,VND-1256,Prime Focus,Major Contender,Industry Directory,2,Established,2001,HIGH,2025-01,Analyst,"Bollywood music, orchestral recording, post-production composition"
ST-ME-002-02-04,VND-1588,TripleTone Audio Post,Challenger,Audio Post Directory,3,Established,2010,HIGH,2025-01,Analyst,"Arrangement, recording, mixing"
ST-ME-002-03-01,VND-0421,Broadcast Management Group,Leader,Industry Directory,1,Established,1990,HIGH,2025-01,Analyst,"24/7 NOC operations, master control playout, cloud-based routing"
ST-ME-002-03-01,VND-1535,TVU Networks,Major Contender,Industry Analysis,2,Established,2006,HIGH,2025-01,Analyst,"Virtual NOC, multi-source monitoring, disaster recovery"
ST-ME-002-03-01,VND-1133,NEP Group,Major Contender,Industry Directory,2,Established,1988,HIGH,2025-01,Analyst,"Broadcast operations, cloud \+ on-premises monitoring"
ST-ME-002-04-01,VND-0927,Iyuno,Leader,Slator LSP Index,1,Established,2001,HIGH,2025-01,Analyst,"Dubbing, subtitling, audio localization (100+ languages)"
ST-ME-002-04-01,VND-1729,ZOO Digital,Major Contender,Nimdzi 100 2025,2,Established,2011,HIGH,2025-01,Analyst,"Cloud dubbing platform, vendor-agnostic procurement"
ST-ME-002-04-01,VND-1241,Pixelogic,Major Contender,Nimdzi 100 2025,2,Established,2016,HIGH,2025-01,Analyst,"End-to-end media services, distribution feeds"
ST-ME-003-01-01,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"DCP mastering, color science, theatrical certification"
ST-ME-003-01-01,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Digital cinema packaging, DCP creation, global standards"
ST-ME-003-01-01,VND-0529,Company 3,Major Contender,Vitrina Analysis,2,Established,1985,HIGH,2025-01,Analyst,"Digital intermediate \+ DCP finaling, theatrical output"
ST-ME-003-01-02,VND-1299,Qube Cinema,Leader,Digital Cinema Analysis,1,Established,2010,HIGH,2025-01,Analyst,"KDM generation, management platform, encrypted key delivery"
ST-ME-003-01-02,VND-0785,GDC Technology,Major Contender,Cinema Tech Directory,2,Established,1991,HIGH,2025-01,Analyst,"Theatre management system, KDM integration, automated delivery"
ST-ME-003-01-02,VND-0947,KDMX (Pixelogic+Unique X),Star Performer,Strategic Partnership,,Established,2025,MEDIUM,2025-01,Analyst,Global large-scale KDM generation and fulfillment
ST-ME-003-01-03,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Broadcast mastering, spec compliance, QC certification"
ST-ME-003-01-03,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Broadcast tape/file delivery, multilingual masters"
ST-ME-003-01-03,VND-1256,Prime Focus,Major Contender,Industry Directory,2,Established,2001,HIGH,2025-01,Analyst,"Broadcast mastering, standards conversion, archive masters"
ST-ME-003-01-04,VND-1241,Pixelogic,Leader,Nimdzi 100 2025,1,Established,2016,HIGH,2025-01,Analyst,"DVD/Blu-ray/UHD authoring, menu design, compression"
ST-ME-003-01-04,VND-0608,Deluxe Entertainment,Major Contender,Market.us Report,2,Established,1915,HIGH,2025-01,Analyst,"Home entertainment production, packaging services"
ST-ME-003-01-04,VND-1548,Technicolor,Major Contender,Market.us Report,2,Established,1893,HIGH,2025-01,Analyst,"Physical media mastering, legacy format support"
ST-ME-003-02-02,VND-0247,AWS Elemental,Leader,Gartner 2024,1,Established,2006,HIGH,2025-01,Analyst,"Video encoding, streaming formats (HLS/DASH), scalable infrastructure"
ST-ME-003-02-02,VND-1556,Tencent Cloud,Major Contender,Gartner 2024,2,Established,2010,HIGH,2025-01,Analyst,"Real-time transcoding, multi-codec support, edge delivery"
ST-ME-003-02-02,VND-1046,MainStreaming,Star Performer,Gartner 2025,,Established,2012,MEDIUM,2025-01,Analyst,"Edge distribution, OTT video delivery, energy-efficient streaming"
ST-ME-003-02-01,VND-1241,Pixelogic,Leader,Nimdzi 100 2025,1,Established,2016,HIGH,2025-01,Analyst,"OTT delivery platform, global content distribution, DRM integration"
ST-ME-003-02-01,VND-1729,ZOO Digital,Major Contender,Nimdzi 100 2025,2,Established,2011,HIGH,2025-01,Analyst,"Cloud-based OTT localization \+ delivery, vendor-agnostic workflow"
ST-ME-003-02-01,VND-1046,MainStreaming,Major Contender,Gartner 2025,2,Established,2012,HIGH,2025-01,Analyst,"Edge CDN, OTT platform delivery, multi-region redundancy"
ST-ME-003-03-01,VND-0291,Amazon Prime Video Tech,Leader,Market Analysis,1,Established,2015,HIGH,2025-01,Analyst,"Streaming platform operations, content management, recommendation engine"
ST-ME-003-03-01,VND-1148,Netflix Technical Infrastructure,Leader,Industry Reputation,1,Established,2007,HIGH,2025-01,Analyst,"Streaming operations, global CDN, encoding optimization"
ST-ME-003-03-01,VND-0419,Brightcove,Leader,Gartner Magic Quadrant,1,Established,2004,HIGH,2025-01,Analyst,"OTT streaming platform, video management, eCDN"
ST-ME-003-04-01,VND-0774,Framestore,Major Contender,Post-Production Market,2,Established,1986,HIGH,2025-01,Analyst,"Custom app development, interactive experiences, gaming integration"
ST-ME-003-04-01,VND-1565,The Mill,Major Contender,Vitrina Analysis,2,Established,1990,HIGH,2025-01,Analyst,"Player customization, branded experiences, HTML5 apps"
ST-ME-003-04-01,VND-0315,AppLovin (Mobile Focus),Major Contender,Industry Directory,2,Established,2011,HIGH,2025-01,Analyst,"Mobile app distribution, analytics platform"
ST-ME-004-01-01,VND-1465,Sony/BMG Rights Solutions,Leader,Industry Survey,1,Established,1968,HIGH,2025-01,Analyst,"Rights tracking, chain-of-title, music copyright database"
ST-ME-004-01-01,VND-1128,Music Bed (Rights Mgmt),Major Contender,Industry Directory,2,Established,2012,HIGH,2025-01,Analyst,"Licensing platform, rights verification, clearance workflow"
ST-ME-004-01-01,VND-0536,ConsensusCT,Challenger,Rights Tech,3,Established,2008,HIGH,2025-01,Analyst,"Film rights registry, distribution tracking"
ST-ME-004-01-02,VND-0648,EY Advisory,Leader,Media Industry Analysis,1,Established,1989,HIGH,2025-01,Analyst,"Royalty calculation, audit, financial reporting"
ST-ME-004-01-02,VND-0433,CISAC (Rights Mgmt),Major Contender,Industry Standard,2,Established,1926,HIGH,2025-01,Analyst,"Royalty society coordination, payment distribution"
ST-ME-004-01-02,VND-1129,Music Bed Pro,Challenger,Rights Tech,3,Established,2012,HIGH,2025-01,Analyst,"Automated royalty computation, reporting"
ST-ME-004-01-03,VND-1350,RightsFlow,Leader,Licensing Industry,1,Established,2008,HIGH,2025-01,Analyst,"Rights clearance, music licensing, usage verification"
ST-ME-004-01-03,VND-1078,Merlin (Digital Rights),Major Contender,Industry Directory,2,Established,2008,HIGH,2025-01,Analyst,"Independent label rights, licensing aggregation"
ST-ME-004-01-03,VND-1207,Pacemakers (Licensing),Challenger,Rights Tech,3,Established,2010,HIGH,2025-01,Analyst,"Clearance platform, chain verification"
ST-ME-004-02-01,VND-0917,Irdeto,Leader,Anti-Piracy Market,1,Established,1997,HIGH,2025-01,Analyst,"Content protection, piracy detection, security analytics"
ST-ME-004-02-01,VND-1651,Verimatrix,Major Contender,Anti-Piracy Market,2,Established,1990,HIGH,2025-01,Analyst,"DRM anti-piracy intelligence, account security monitoring"
ST-ME-004-02-01,VND-1326,Red Points,Major Contender,Piracy Report 2025,2,Established,2012,HIGH,2025-01,Analyst,"Automated takedown, piracy detection, brand protection"
ST-ME-004-03-01,VND-0434,CISAC Societies,Leader,Royalty Administration,1,Established,1926,HIGH,2025-01,Analyst,"Songwriter/composer royalties, collection \+ distribution"
ST-ME-004-03-01,VND-1467,SoundExchange,Major Contender,Royalty Administration,2,Established,2000,HIGH,2025-01,Analyst,"Digital performance royalties, licensing administration"
ST-ME-004-03-01,VND-1229,Performing Rights Society,Major Contender,Administration,2,Established,1914,HIGH,2025-01,Analyst,"Performance royalties, writer compensation"
ST-ME-004-04-01,VND-1090,Microsoft Azure RMS,Leader,DRM Market,1,Established,2006,HIGH,2025-01,Analyst,"Rights management system, access control, encryption"
ST-ME-004-04-01,VND-0265,Adobe Content Cloud,Major Contender,DRM Market,2,Established,2019,HIGH,2025-01,Analyst,"Rights management, usage tracking, watermarking"
ST-ME-004-04-01,VND-1181,OpenText/RWS Rights,Major Contender,DRM Market,2,Established,2015,HIGH,2025-01,Analyst,"Enterprise rights management, compliance tracking"
ST-ME-005-01-01,VND-1729,ZOO Digital,Leader,Nimdzi 100 2025,1,Established,2011,HIGH,2025-01,Analyst,"Subtitle creation, SDH/closed caption, multilingual scaling"
ST-ME-005-01-01,VND-1241,Pixelogic,Major Contender,Nimdzi 100 2025,2,Established,2016,HIGH,2025-01,Analyst,"Subtitling services, format delivery (SCC, ASS, WebVTT)"
ST-ME-005-01-01,VND-1580,TransPerfect,Major Contender,Slator LSP Index,2,Established,1992,HIGH,2025-01,Analyst,"Professional subtitling, timing, technical verification"
ST-ME-005-01-02,VND-1729,ZOO Digital,Leader,Nimdzi 100 2025,1,Established,2011,HIGH,2025-01,Analyst,"Subtitle translation, in-context localization, cultural adaptation"
ST-ME-005-01-02,VND-0927,Iyuno,Major Contender,Slator LSP Index,2,Established,2001,HIGH,2025-01,Analyst,"Translation services (100+ languages), native speaker networks"
ST-ME-005-01-02,VND-1580,TransPerfect,Major Contender,Slator LSP Index,2,Established,1992,HIGH,2025-01,Analyst,"Subtitle translation, regional dialect adaptation"
ST-ME-005-01-03,VND-0927,Iyuno,Leader,Slator LSP Index,1,Established,2001,HIGH,2025-01,Analyst,"SDH/closed captioning, audio description, accessibility compliance"
ST-ME-005-01-03,VND-1241,Pixelogic,Major Contender,Nimdzi 100 2025,2,Established,2016,HIGH,2025-01,Analyst,"Closed caption services, broadcast compliance (FCC, EBU)"
ST-ME-005-01-03,VND-1629,VSI Group,Major Contender,Localization Directory,2,Established,2003,HIGH,2025-01,Analyst,"SDH creation, hearing-impaired accessibility"
ST-ME-005-02-01,VND-0927,Iyuno,Leader,Dubbing Market 2025,1,Established,2001,HIGH,2025-01,Analyst,"Lip-sync dubbing, 273 studios, Dolby Atmos capability"
ST-ME-005-02-01,VND-1729,ZOO Digital,Major Contender,Nimdzi 100 2025,2,Established,2011,HIGH,2025-01,Analyst,"Tech-enabled dubbing, cloud recording, speed optimization"
ST-ME-005-02-01,VND-0626,Dubbing Brothers,Major Contender,Dubbing Directory,2,Established,2007,HIGH,2025-01,Analyst,"Premium dubbing, mixing, audio mastering"
ST-ME-005-02-02,VND-0927,Iyuno,Leader,Voice-Over Market,1,Established,2001,HIGH,2025-01,Analyst,"Voice-over recording, 100+ languages, talent management"
ST-ME-005-02-02,VND-1580,TransPerfect,Major Contender,Slator LSP Index,2,Established,1992,HIGH,2025-01,Analyst,"Professional voice talent, ADR recording services"
ST-ME-005-02-02,VND-1629,VSI Group,Major Contender,Localization Directory,2,Established,2003,HIGH,2025-01,Analyst,"Voice-over direction, talent casting, recording"
ST-ME-005-01-04,VND-1580,TransPerfect,Leader,Slator LSP Index,1,Established,1992,HIGH,2025-01,Analyst,"Script adaptation, cultural localization, dialogue rewriting"
ST-ME-005-01-04,VND-1241,Pixelogic,Major Contender,Nimdzi 100 2025,2,Established,2016,HIGH,2025-01,Analyst,"Culturalization, regional script modification"
ST-ME-005-01-04,VND-1729,ZOO Digital,Major Contender,Nimdzi 100 2025,2,Established,2011,HIGH,2025-01,Analyst,"Dialogue adaptation, lip-sync timing adjustment"
ST-ME-005-01-05,VND-1241,Pixelogic,Leader,Nimdzi 100 2025,1,Established,2016,HIGH,2025-01,Analyst,"Metadata localization, multi-language asset generation, IMDb compliance"
ST-ME-005-01-05,VND-1729,ZOO Digital,Major Contender,Nimdzi 100 2025,2,Established,2011,HIGH,2025-01,Analyst,"Metadata management, multi-language content data"
