Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Resource_Unit_Name,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-CL-001-01-06,CAT-CL-001-01,CAT-CL-001,RTSM/IRT Services,Randomization and trial supply management,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-01-01,CAT-CL-003-01,CAT-CL-003,Central Monitoring,Risk-based central monitoring,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-001-01-07,CAT-CL-001-01,CAT-CL-001,TMF Management,Trial master file management,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-01-02,CAT-CL-003-01,CAT-CL-003,On-Site Monitoring,Clinical site monitoring visits,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-01-03,CAT-CL-003-01,CAT-CL-003,Site Initiation Visits,Site initiation visits,,PPU,Month,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-01-04,CAT-CL-003-01,CAT-CL-003,Site Closeout Visits,Site closeout visits,,PPU,Month,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-003-01-05,CAT-CL-003-01,CAT-CL-003,Co-Monitoring,Co-monitoring and audit support,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-004-01-01,CAT-CL-004-01,CAT-CL-004,eCRF Design,eCRF design and build,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-004-01-02,CAT-CL-004-01,CAT-CL-004,Database Management,Clinical database management,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-004-01-03,CAT-CL-004-01,CAT-CL-004,Medical Coding,Medical dictionary coding,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-004-01-04,CAT-CL-004-01,CAT-CL-004,External Data Management,External data integration,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-004-02-01,CAT-CL-004-02,CAT-CL-004,CDISC Standards,CDISC standards implementation,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-005-01-01,CAT-CL-005-01,CAT-CL-005,Statistical Analysis Planning,"Statistical Analysis Planning services including analysis, implementation, and ongoing support",,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-005-01-02,CAT-CL-005-01,CAT-CL-005,Statistical Programming,"Statistical Programming services including analysis, implementation, and ongoing support",,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-005-01-03,CAT-CL-005-01,CAT-CL-005,Interim Analysis,DSMB interim analysis,,PPU,Case,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-005-02-01,CAT-CL-005-02,CAT-CL-005,PK/PD Analysis,Pharmacokinetic analysis,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-01-01,CAT-CL-006-01,CAT-CL-006,Protocol Development,Clinical protocol development,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-01-02,CAT-CL-006-01,CAT-CL-006,Investigator Brochure,IB development and updates,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-01-03,CAT-CL-006-01,CAT-CL-006,Informed Consent Forms,"Informed Consent Forms services including analysis, implementation, and ongoing support",,PPU,Month,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-01-04,CAT-CL-006-01,CAT-CL-006,Clinical Study Reports,"Clinical Study Reports services including analysis, implementation, and ongoing support",,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-01-05,CAT-CL-006-01,CAT-CL-006,Clinical Narratives,Patient narrative writing,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-006-01-06,CAT-CL-006-01,CAT-CL-006,CTD Module Writing,CTD clinical module writing,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-002-01-02,CAT-CL-002-01,CAT-CL-002,Regulatory Strategy,Regulatory strategy development,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-002-01-03,CAT-CL-002-01,CAT-CL-002,IND/CTA Preparation,"IND/CTA Preparation services including analysis, implementation, and ongoing support",,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-002-01-04,CAT-CL-002-01,CAT-CL-002,NDA/BLA Preparation,Marketing application preparation,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-002-01-05,CAT-CL-002-01,CAT-CL-002,eCTD Publishing,Electronic submission publishing,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-002-02-01,CAT-CL-002-02,CAT-CL-002,Post-Approval Maintenance,Regulatory maintenance services,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-01-01,CAT-CL-007-01,CAT-CL-007,ICSR Processing,Safety case processing,,PPU,Case,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-01-02,CAT-CL-007-01,CAT-CL-007,Medical Review,Safety case medical review,,PPU,Case,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-01-03,CAT-CL-007-01,CAT-CL-007,Safety Database Hosting,Safety database management,,PPU,Month,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-01-04,CAT-CL-007-01,CAT-CL-007,Aggregate Reports,PSUR/PBRER preparation,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-01-05,CAT-CL-007-01,CAT-CL-007,Signal Detection,Safety signal detection,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-02-01,CAT-CL-007-02,CAT-CL-007,RMP/REMS Development,Risk management planning,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Compliance,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-007-01-06,CAT-CL-007-01,CAT-CL-007,Literature Surveillance,Medical literature monitoring,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-008-01-01,CAT-CL-008-01,CAT-CL-008,Medical Information Services,Medical information call center,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Response,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-008-01-02,CAT-CL-008-01,CAT-CL-008,MSL Outsourcing,Medical science liaison services,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-008-01-03,CAT-CL-008-01,CAT-CL-008,Medical Communications,Medical and scientific communications,,PPU,Transaction,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-008-02-01,CAT-CL-008-02,CAT-CL-008,RWE Generation,Real-world evidence generation,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-CL-008-01-04,CAT-CL-008-01,CAT-CL-008,Publication Planning,Publication planning services,,PPU,Project,Clinical_Specialist,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"IQVIA,Parexel,PPD,Syneos,ICON",MEDIUM,UNKNOWN,,Standard,,,,
ST-EN-001-01-01,CAT-EN-001-01,CAT-EN-001,AMI Deployment,Advanced metering infrastructure deployment,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-01-02,CAT-EN-001-01,CAT-EN-001,Meter Data Collection,Meter data collection services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-01-03,CAT-EN-001-01,CAT-EN-001,Meter Data Management,MDM system operations,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-01-04,CAT-EN-001-01,CAT-EN-001,Manual Meter Reading,Manual meter reading services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-01-05,CAT-EN-001-01,CAT-EN-001,Meter Testing,Meter testing and calibration,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-001-01-06,CAT-EN-001-01,CAT-EN-001,Remote Connect/Disconnect,Remote service connection,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-002-01-01,CAT-EN-002-01,CAT-EN-002,Control Center Operations,Grid control center operations,Voice,T&M,Hour,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-002-01-02,CAT-EN-002-01,CAT-EN-002,SCADA Management,SCADA system management,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-002-01-03,CAT-EN-002-01,CAT-EN-002,Real-Time Monitoring,Grid real-time monitoring,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-002-01-04,CAT-EN-002-01,CAT-EN-002,EMS Operations,Energy management system operations,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-002-02-01,CAT-EN-002-02,CAT-EN-002,Outage Communication,Outage notification services,Voice,PPU,Case,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-003-01-01,CAT-EN-003-01,CAT-EN-003,Utility Bill Calculation,Customer bill calculation,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-003-01-02,CAT-EN-003-01,CAT-EN-003,Utility Payment Processing,Payment processing services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-003-02-01,CAT-EN-003-02,CAT-EN-003,Utility Credit & Collections,Utility collections services,Voice,PPU,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-003-01-03,CAT-EN-003-01,CAT-EN-003,Utility Contact Center,Customer contact center services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Response,24hr processing,FCR,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-003-02-02,CAT-EN-003-02,CAT-EN-003,Revenue Protection,Revenue protection services,Voice,PPU,Case,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-01-01,CAT-EN-004-01,CAT-EN-004,Emergency Restoration,Storm and emergency restoration,Voice,PPU,Case,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-01-02,CAT-EN-004-01,CAT-EN-004,Transmission Maintenance,Transmission line maintenance,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-02-01,CAT-EN-004-02,CAT-EN-004,Distribution Maintenance,Distribution system maintenance,Voice,PPU,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-01-03,CAT-EN-004-01,CAT-EN-004,Substation Maintenance,Substation maintenance services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-02-02,CAT-EN-004-02,CAT-EN-004,Service Connection,New service connections,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-02-03,CAT-EN-004-02,CAT-EN-004,Make-Ready Engineering,Pole attachment engineering,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-004-02-04,CAT-EN-004-02,CAT-EN-004,Underground Locating,Underground facility locating,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-01-01,CAT-EN-005-01,CAT-EN-005,Vegetation Management,Line clearance and vegetation management,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-01-02,CAT-EN-005-01,CAT-EN-005,Pole Inspection,Distribution pole inspection,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-01-03,CAT-EN-005-01,CAT-EN-005,Transformer Maintenance,Distribution transformer maintenance,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-01-04,CAT-EN-005-01,CAT-EN-005,Thermography Inspection,Infrared inspection services,Voice,PPU,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-02-01,CAT-EN-005-02,CAT-EN-005,Asset Inventory,GIS and asset inventory,Voice,PPU,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-005-01-05,CAT-EN-005-01,CAT-EN-005,Aerial Inspection,Drone and aerial inspection,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-006-01-01,CAT-EN-006-01,CAT-EN-006,Energy Scheduling,Energy scheduling services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-006-01-02,CAT-EN-006-01,CAT-EN-006,Market Settlements,Wholesale market settlements,Voice,PPU,Project,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-006-01-03,CAT-EN-006-01,CAT-EN-006,Transmission Scheduling,Transmission scheduling services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-006-02-01,CAT-EN-006-02,CAT-EN-006,Energy Risk Management,Energy risk management,Voice,Fixed_Monthly,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-007-01-01,CAT-EN-007-01,CAT-EN-007,NERC O&P Compliance,Operations and planning compliance,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-007-01-02,CAT-EN-007-01,CAT-EN-007,NERC CIP Compliance,Critical infrastructure protection,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-007-02-01,CAT-EN-007-02,CAT-EN-007,Environmental Compliance,Environmental compliance services,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-007-02-02,CAT-EN-007-02,CAT-EN-007,Safety Compliance,Safety compliance and training,Voice,PPU,Project,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-008-01-01,CAT-EN-008-01,CAT-EN-008,Demand Response Management,Demand response program management,Voice,PPU,Case,Energy_Operations_Tech,Standard,L1-L3,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-008-01-02,CAT-EN-008-01,CAT-EN-008,Load Curtailment,Load curtailment aggregation,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-008-01-03,CAT-EN-008-01,CAT-EN-008,Direct Load Control,Direct load control services,Voice,PPU,Month,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-008-02-01,CAT-EN-008-02,CAT-EN-008,Energy Efficiency Programs,Energy efficiency program delivery,Voice,PPU,Project,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-EN-008-01-04,CAT-EN-008-01,CAT-EN-008,VPP Operations,Virtual power plant operations,Voice,PPU,Transaction,Energy_Operations_Tech,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Itron,Accenture,CGI,Infosys,TCS",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-ME-001-01-01,CAT-ME-001-01,CAT-ME-001,Dailies Processing,Dailies processing and delivery,Async,PPU,Transaction,Content_Operations_Agent,Standard,,3.0,Turnaround,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-ME-001-01-02,CAT-ME-001-01,CAT-ME-001,Camera Data Wrangling,DIT and data management,Async,PPU,Transaction,Content_Operations_Agent,Standard,,3.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Technicolor,Deluxe,Iyuno-SDI,DXC,Globo",LOW,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
