Mapping_ID,Service_Type_ID,Vendor_ID,Vendor_Name,Analyst_Ranking,Analyst_Source,Ranking_Tier,Vendor_Type,Founded_Year,Confidence,As_Of_Date,Source_Type,Notes,Maxx_Rec_Tier,Price_Position,Typical_Delivery_Location
SVM-02647,ST-CL-007-01-04,VND-1061,Med Communications,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"PBRER, PSUR, PADER aggregate reporting",,,
SVM-02648,ST-CL-007-01-04,VND-1466,Soterius,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Aggregate reports authoring; physician-led teams,,,
SVM-02649,ST-CL-007-01-04,VND-0332,Arriello,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Aggregate reports lifecycle management,,,
SVM-02650,ST-CL-007-01-05,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Signal detection via Vigilance platform with machine learning,,,
SVM-02651,ST-CL-007-01-05,VND-0009,Cognizant,Leader,ISG Provider Lens 2024,1,Established,,HIGH,2025-01,Analyst,AI-driven signal detection,,,
SVM-02652,ST-CL-007-01-05,VND-0873,ICON plc,Major Contender,Industry Reports 2024,2,Established,1990,HIGH,2025-01,Analyst,Signal and trend analysis via PRISM Safety,,,
SVM-02653,ST-CL-007-01-05,VND-1231,PharmaLex,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Signal detection via SmartVigilit® and customized strategies,,,
SVM-02654,ST-CL-007-02-01,VND-0332,Arriello,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,RMP/REMS using BRAT/PrOACT-URL methodology; EMA & FDA compliance,,,
SVM-02655,ST-CL-007-02-01,VND-1597,UBC,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,150+ years combined experience; REMS consortia; epidemiology-led,,,
SVM-02656,ST-CL-007-02-01,VND-1518,Syneos Health,,Industry Reports 2024,,Established,1998,MEDIUM,2025-01,Analyst,Global Risk Management Solutions; \>150 experts; GRMR Technology platform,,,
SVM-02657,ST-CL-007-02-01,VND-1035,MMS Holdings,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Tailored REMS solutions; shared system REMS coordination,,,
SVM-02658,ST-CL-007-02-01,VND-0873,ICON plc,,Industry Reports 2024,,Established,1990,MEDIUM,2025-01,Analyst,Risk management & REMS solutions,,,
SVM-02659,ST-CL-007-01-06,VND-1257,PrimeVigilance (Ergomed),,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"Global literature monitoring; Medline, PubMed, Embase, social media",,,
SVM-02660,ST-CL-007-01-06,VND-0497,Clarivate,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Dialog PV Literature Monitoring; modular end-to-end automation,,,
SVM-02661,ST-CL-007-01-06,VND-1231,PharmaLex,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,SmartVigilit® literature management tool; AI-enabled,,,
SVM-02662,ST-CL-007-01-06,VND-0935,Jeyflex,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Comprehensive literature screening/monitoring services,,,
SVM-02663,ST-CL-007-01-06,VND-1061,Med Communications,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,AI-enhanced literature monitoring; DistillerSR platform,,,
SVM-02664,ST-CL-007-01-06,VND-1263,ProPharma,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Global literature review; EMA MLM list support,,,
SVM-02665,ST-CL-007-03-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Vendor qualification within broader PV and quality services,,,
SVM-02666,ST-CL-007-04-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Quality systems consulting as part of enterprise services,,,
SVM-02667,ST-CL-008-01-01,VND-0646,EVERSANA,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"Medical information services; 20+ years, 200+ clients, global hubs",,,
SVM-02668,ST-CL-008-01-01,VND-1061,Med Communications,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,25+ years MI services; pharmacist MIS specialists,,,
SVM-02669,ST-CL-008-01-01,VND-1263,ProPharma,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,25+ years MI; AI integration; 40+ languages,,,
SVM-02670,ST-CL-008-01-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,AI/NLP-enabled MI services,,,
SVM-02671,ST-CL-008-01-01,VND-0902,Inizio Engage,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Omnichannel MI technology; AI-enabled,,,
SVM-02672,ST-CL-008-01-02,VND-0299,Amplity,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,MSL outsourcing across therapeutic areas; oncology to rare disease,,,
SVM-02673,ST-CL-008-01-02,VND-0373,BESTMSLs,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Contract MSL recruiting and hiring; scientifically credentialed teams,,,
SVM-02674,ST-CL-008-01-02,VND-1564,The Medical Affairs Company,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Contract MSL teams & programs; field-based scientific exchange,,,
SVM-02675,ST-CL-008-01-02,VND-1073,Mercalis,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,MSL services for HCP engagement,,,
SVM-02676,ST-CL-008-01-03,VND-1519,Syneos Health Communications,,Industry Reports 2024,,Established,1998,MEDIUM,2025-01,Analyst,Medical communications; strategic planning and content development,,,
SVM-02677,ST-CL-008-01-03,VND-0949,KJT Group,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Medical & scientific communications,,,
SVM-02678,ST-CL-008-01-03,VND-1205,PPD (Thermo Fisher),,Industry Reports 2024,,Established,Historical,MEDIUM,2025-01,Analyst,Medical information communications services,,,
SVM-02679,ST-CL-008-02-01,VND-1166,OM1,Leader,Frost Radar 2025,1,Emerging,Post-2019,HIGH,2025-01,Analyst,Frost Radar RWE leader 2025; regulatory-grade RWE platforms,,,
SVM-02680,ST-CL-008-02-01,VND-0881,IQVIA,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Large-scale multi-source RWE analytics,,,
SVM-02681,ST-CL-008-02-01,VND-0873,ICON plc,Leader,Industry Reports 2024,1,Established,1990,HIGH,2025-01,Analyst,Integrated clinical and real-world research solutions,,,
SVM-02682,ST-CL-008-02-01,VND-0744,Flatiron Health,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Oncology-focused RWE; extensive EHR network,,,
SVM-02683,ST-CL-008-02-01,VND-0708,Evidera,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,RWE platform for clinical trials and healthcare research,,,
SVM-02684,ST-CL-008-02-01,VND-0268,Aetion,,Industry Reports 2024,,Emerging,Post-2019,MEDIUM,2025-01,Analyst,RWE leader; evidence generation platform,,,
SVM-02685,ST-CL-008-02-01,VND-1590,Truveta,,Industry Reports 2024,,Emerging,Post-2019,MEDIUM,2025-01,Analyst,Emerging RWE platform,,,
SVM-02686,ST-CL-008-01-04,VND-1519,Syneos Health Communications,,Industry Reports 2024,,Established,1998,MEDIUM,2025-01,Analyst,Publication planning within medical communications,,,
SVM-02687,ST-CL-008-01-04,VND-0477,Certara Synchrogenix,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Scientific & medical publications professional services,,,
SVM-02688,ST-CL-008-01-04,VND-0949,KJT Group,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Publication planning & management,,,
SVM-02689,ST-CL-008-01-04,VND-0341,Aspire Scientific,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Publications planning and delivery,,,
SVM-02690,ST-CL-008-03-01,VND-1252,Precision For Medicine,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Translational central lab services; biostorage and biospecimen data,,,
SVM-02691,ST-CL-008-03-01,VND-0985,Labcorp Drug Development,Leader,Industry Reports 2024,1,Established,Historical,HIGH,2025-01,Analyst,Central lab services; Global Trial Connect launched June 2024,,,
SVM-02692,ST-CL-008-03-01,VND-0882,IQVIA Laboratories,Leader,Industry Reports 2024,1,Established,1982,HIGH,2025-01,Analyst,Site Lab Navigator launched March 2025; Q² Solutions JV with Quest,,,
SVM-02693,ST-CL-008-04-01,VND-0496,Clario,Leader,Industry Reports 2024,1,Established,,HIGH,2025-01,Analyst,"Philadelphia-based; comprehensive imaging core lab (MRI, CT, PET, X-ray)",,,
SVM-02694,ST-CL-008-04-01,VND-0873,ICON plc,Leader,Industry Reports 2024,1,Established,1990,HIGH,2025-01,Analyst,Imaging services across therapeutic areas,,,
SVM-02695,ST-CL-008-04-01,VND-1070,Medpace Imaging Core Lab,,Industry Reports 2024,,Established,1992,MEDIUM,2025-01,Analyst,MRI/CT interpretation; cardiovascular imaging expertise,,,
SVM-02696,ST-CL-008-04-01,VND-1064,Median Technologies,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,"Global leader oncology imaging; 300+ studies, 100+ Phase III, AI-powered",,,
SVM-02697,ST-CL-008-04-01,VND-0399,Bioclinica,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Centralized image analysis; oncology PET/MRI trials,,,
SVM-02698,ST-CL-008-04-01,VND-0890,Image Core Lab (ICL),,Industry Reports 2024,,Emerging,,MEDIUM,2025-01,Analyst,CLINSpa software platform; 12 years expertise in core lab services,,,
SVM-02699,ST-CL-008-04-01,VND-0887,IXICO plc,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,UK-based imaging core lab,,,
SVM-02700,ST-CL-008-04-01,VND-1227,Perceptive eClinical,,Industry Reports 2024,,Established,,MEDIUM,2025-01,Analyst,Global imaging core lab; 30 years experience,,,
SVM-02701,ST-ME-001-01-01,VND-1549,Technicolor (Dailies),Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Global dailies infrastructure, color-balanced footage delivery within hours",,,
SVM-02702,ST-ME-001-01-01,VND-1256,Prime Focus,Major Contender,Industry Analysis,2,Established,2001,HIGH,2025-01,Analyst,"Bollywood \+ Hollywood dailies processing, cloud workflows",,,
SVM-02703,ST-ME-001-01-01,VND-0529,Company 3,Major Contender,Vitrina Analysis,2,Established,1985,HIGH,2025-01,Analyst,"Color-correct dailies, real-time playback, Emmy-winning team",,,
SVM-02704,ST-ME-001-01-02,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Camera data wrangling, RAW format expertise, on-set support",,,
SVM-02705,ST-ME-001-01-02,VND-0582,DNEG,Major Contender,Post-Production Market,2,Established,1998,HIGH,2025-01,Analyst,"Camera tracking, visual effects integration",,,
SVM-02706,ST-ME-001-01-02,VND-1241,Pixelogic,Challenger,Nimdzi 100 2025,3,Established,2016,HIGH,2025-01,Analyst,"Media ingest services, format standardization",,,
SVM-02707,ST-ME-001-01-03,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Production transcoding, multi-format output, 4K/8K certified",,,
SVM-02708,ST-ME-001-01-03,VND-0247,AWS Elemental,Major Contender,Gartner CLS,2,Established,2006,HIGH,2025-01,Analyst,"Cloud transcoding, scalable encoding pipelines",,,
SVM-02709,ST-ME-001-01-03,VND-1556,Tencent Cloud,Challenger,Gartner 2024,3,Established,2010,HIGH,2025-01,Analyst,"Real-time transcoding, Asia-Pacific focus",,,
SVM-02710,ST-ME-001-01-04,VND-1256,Prime Focus,Leader,Vitrina Analysis,1,Established,2001,HIGH,2025-01,Analyst,"REMI production, remote operator support, global connectivity",,,
SVM-02711,ST-ME-001-01-04,VND-1133,NEP Group,Major Contender,Industry Directory,2,Established,1988,HIGH,2025-01,Analyst,"Remote production infrastructure, hybrid workflows",,,
SVM-02712,ST-ME-001-01-04,VND-1535,TVU Networks,Challenger,Industry Analysis,3,Established,2006,HIGH,2025-01,Analyst,"Virtual production NOC, bonded cellular backup",,,
SVM-02713,ST-ME-001-02-01,VND-1373,S4 Studios,Major Contender,ICVFX Analysis,2,Established,2015,HIGH,2025-01,Analyst,"LED volume ICVFX, real-time virtual backgrounds",,,
SVM-02714,ST-ME-001-02-01,VND-1133,NEP Group,Leader,Industry Survey,1,Established,1988,HIGH,2025-01,Analyst,"Full ICVFX production support, Unreal Engine integration",,,
SVM-02715,ST-ME-001-02-01,VND-1536,Take4D,Star Performer,ICVFX Specialist,,Established,2010,MEDIUM,2025-01,Analyst,"ICVFX consulting, studio integration, 30+ years visualization",,,
SVM-02716,ST-ME-001-03-01,VND-1256,Prime Focus,Leader,Vitrina Analysis,1,Established,2001,HIGH,2025-01,Analyst,"Surround sound mixing, Dolby Atmos, re-recording capability",,,
SVM-02717,ST-ME-001-03-01,VND-1548,Technicolor,Major Contender,Market.us Report,2,Established,1893,HIGH,2025-01,Analyst,"Multi-channel audio production, music composition",,,
SVM-02718,ST-ME-001-03-01,VND-1584,TravSonic,Challenger,Audio Post Directory,3,Established,2003,HIGH,2025-01,Analyst,"Sound design, dialogue cleanup, immersive audio",,,
SVM-02719,ST-ME-001-04-01,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"End-to-end production services, VFX integration, color grading",,,
SVM-02720,ST-ME-001-04-01,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Full-service post-production, remote studios, global delivery",,,
SVM-02721,ST-ME-001-04-01,VND-0529,Company 3,Major Contender,Vitrina Analysis,2,Established,1985,HIGH,2025-01,Analyst,"High-end color finishing, theatrical mastering",,,
SVM-02722,ST-ME-002-01-01,VND-0529,Company 3,Leader,Vitrina Analysis,1,Established,1985,HIGH,2025-01,Analyst,"High-end offline editorial, feature film experience, color-grade-to-editorial workflow",,,
SVM-02723,ST-ME-002-01-01,VND-0774,Framestore,Major Contender,Post-Production Market,2,Established,1986,HIGH,2025-01,Analyst,"Commercial \+ episodic editing, creative direction",,,
SVM-02724,ST-ME-002-01-01,VND-1565,The Mill,Major Contender,Vitrina Analysis,2,Established,1990,HIGH,2025-01,Analyst,"Advertising editorial, high-speed turnaround",,,
SVM-02725,ST-ME-002-01-02,VND-0529,Company 3,Leader,Market.us Report,1,Established,1985,HIGH,2025-01,Analyst,"Color grading, DCI/HDR/Rec.709 compliance, theatrical \+ streaming",,,
SVM-02726,ST-ME-002-01-02,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Digital intermediate (DI), color science, multi-format output",,,
SVM-02727,ST-ME-002-01-02,VND-0608,Deluxe Entertainment,Major Contender,Market.us Report,2,Established,1915,HIGH,2025-01,Analyst,"Color timing, VFX composite supervision",,,
SVM-02728,ST-ME-002-01-03,VND-0529,Company 3,Leader,Vitrina Analysis,1,Established,1985,HIGH,2025-01,Analyst,"Online conform, DCP mastering prep, final output assembly",,,
SVM-02729,ST-ME-002-01-03,VND-0774,Framestore,Major Contender,Industry Directory,2,Established,1986,HIGH,2025-01,Analyst,"Conform \+ delivery, format flexibility",,,
SVM-02730,ST-ME-002-01-03,VND-0608,Deluxe Entertainment,Major Contender,Market.us Report,2,Established,1915,HIGH,2025-01,Analyst,"Online conform, multi-standard output",,,
SVM-02731,ST-ME-002-02-01,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Sound editing, dialogue cleanup, foley integration, Dolby certified",,,
SVM-02732,ST-ME-002-02-01,VND-1584,TravSonic,Major Contender,Audio Post Directory,2,Established,2003,HIGH,2025-01,Analyst,"Dialogue editing, ADR editing, immersive sound",,,
SVM-02733,ST-ME-002-02-01,VND-1588,TripleTone Audio Post,Challenger,Audio Post Directory,3,Established,2010,HIGH,2025-01,Analyst,"ADR, foley, dialogue sweetening",,,
SVM-02734,ST-ME-002-02-02,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Sound design, effects creation, spatial audio design",,,
SVM-02735,ST-ME-002-02-02,VND-0893,Increditors,Major Contender,SoundBetter Rankings,2,Established,2007,HIGH,2025-01,Analyst,"Environmental soundscaping, SFX library (200M+ views)",,,
SVM-02736,ST-ME-002-02-02,VND-1588,TripleTone Audio Post,Challenger,Audio Post Directory,3,Established,2010,HIGH,2025-01,Analyst,"Custom sound design, sonic branding",,,
SVM-02737,ST-ME-002-02-03,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Re-recording mixing, surround mixing, theatrical \+ broadcast",,,
SVM-02738,ST-ME-002-02-03,VND-1584,TravSonic,Major Contender,Audio Post Directory,2,Established,2003,HIGH,2025-01,Analyst,"Re-recording, Dolby Atmos mixing, broadcast compliance",,,
SVM-02739,ST-ME-002-02-03,VND-1256,Prime Focus,Major Contender,Vitrina Analysis,2,Established,2001,HIGH,2025-01,Analyst,"Multichannel mixing, music-to-picture",,,
SVM-02740,ST-ME-002-02-04,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Music composition, original score production, orchestra recording",,,
SVM-02741,ST-ME-002-02-04,VND-1256,Prime Focus,Major Contender,Industry Directory,2,Established,2001,HIGH,2025-01,Analyst,"Bollywood music, orchestral recording, post-production composition",,,
SVM-02742,ST-ME-002-02-04,VND-1588,TripleTone Audio Post,Challenger,Audio Post Directory,3,Established,2010,HIGH,2025-01,Analyst,"Arrangement, recording, mixing",,,
SVM-02743,ST-ME-002-03-01,VND-0421,Broadcast Management Group,Leader,Industry Directory,1,Established,1990,HIGH,2025-01,Analyst,"24/7 NOC operations, master control playout, cloud-based routing",,,
SVM-02744,ST-ME-002-03-01,VND-1535,TVU Networks,Major Contender,Industry Analysis,2,Established,2006,HIGH,2025-01,Analyst,"Virtual NOC, multi-source monitoring, disaster recovery",,,
SVM-02745,ST-ME-002-03-01,VND-1133,NEP Group,Major Contender,Industry Directory,2,Established,1988,HIGH,2025-01,Analyst,"Broadcast operations, cloud \+ on-premises monitoring",,,
SVM-02746,ST-ME-002-04-01,VND-0927,Iyuno,Leader,Slator LSP Index,1,Established,2001,HIGH,2025-01,Analyst,"Dubbing, subtitling, audio localization (100+ languages)",,,
SVM-02747,ST-ME-002-04-01,VND-1729,ZOO Digital,Major Contender,Nimdzi 100 2025,2,Established,2011,HIGH,2025-01,Analyst,"Cloud dubbing platform, vendor-agnostic procurement",,,
SVM-02748,ST-ME-002-04-01,VND-1241,Pixelogic,Major Contender,Nimdzi 100 2025,2,Established,2016,HIGH,2025-01,Analyst,"End-to-end media services, distribution feeds",,,
SVM-02749,ST-ME-003-01-01,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"DCP mastering, color science, theatrical certification",,,
SVM-02750,ST-ME-003-01-01,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Digital cinema packaging, DCP creation, global standards",,,
SVM-02751,ST-ME-003-01-01,VND-0529,Company 3,Major Contender,Vitrina Analysis,2,Established,1985,HIGH,2025-01,Analyst,"Digital intermediate \+ DCP finaling, theatrical output",,,
SVM-02752,ST-ME-003-01-02,VND-1299,Qube Cinema,Leader,Digital Cinema Analysis,1,Established,2010,HIGH,2025-01,Analyst,"KDM generation, management platform, encrypted key delivery",,,
SVM-02753,ST-ME-003-01-02,VND-0785,GDC Technology,Major Contender,Cinema Tech Directory,2,Established,1991,HIGH,2025-01,Analyst,"Theatre management system, KDM integration, automated delivery",,,
SVM-02754,ST-ME-003-01-02,VND-0947,KDMX (Pixelogic+Unique X),Star Performer,Strategic Partnership,,Established,2025,MEDIUM,2025-01,Analyst,Global large-scale KDM generation and fulfillment,,,
SVM-02755,ST-ME-003-01-03,VND-1548,Technicolor,Leader,Market.us Report,1,Established,1893,HIGH,2025-01,Analyst,"Broadcast mastering, spec compliance, QC certification",,,
SVM-02756,ST-ME-003-01-03,VND-0608,Deluxe Entertainment,Leader,Market.us Report,1,Established,1915,HIGH,2025-01,Analyst,"Broadcast tape/file delivery, multilingual masters",,,
SVM-02757,ST-ME-003-01-03,VND-1256,Prime Focus,Major Contender,Industry Directory,2,Established,2001,HIGH,2025-01,Analyst,"Broadcast mastering, standards conversion, archive masters",,,
SVM-02758,ST-ME-003-01-04,VND-1241,Pixelogic,Leader,Nimdzi 100 2025,1,Established,2016,HIGH,2025-01,Analyst,"DVD/Blu-ray/UHD authoring, menu design, compression",,,
SVM-02759,ST-ME-003-01-04,VND-0608,Deluxe Entertainment,Major Contender,Market.us Report,2,Established,1915,HIGH,2025-01,Analyst,"Home entertainment production, packaging services",,,
SVM-02760,ST-ME-003-01-04,VND-1548,Technicolor,Major Contender,Market.us Report,2,Established,1893,HIGH,2025-01,Analyst,"Physical media mastering, legacy format support",,,
SVM-02761,ST-ME-003-02-02,VND-0247,AWS Elemental,Leader,Gartner 2024,1,Established,2006,HIGH,2025-01,Analyst,"Video encoding, streaming formats (HLS/DASH), scalable infrastructure",,,
SVM-02762,ST-ME-003-02-02,VND-1556,Tencent Cloud,Major Contender,Gartner 2024,2,Established,2010,HIGH,2025-01,Analyst,"Real-time transcoding, multi-codec support, edge delivery",,,
SVM-02763,ST-ME-003-02-02,VND-1046,MainStreaming,Star Performer,Gartner 2025,,Established,2012,MEDIUM,2025-01,Analyst,"Edge distribution, OTT video delivery, energy-efficient streaming",,,
SVM-02764,ST-ME-003-02-01,VND-1241,Pixelogic,Leader,Nimdzi 100 2025,1,Established,2016,HIGH,2025-01,Analyst,"OTT delivery platform, global content distribution, DRM integration",,,
SVM-02765,ST-ME-003-02-01,VND-1729,ZOO Digital,Major Contender,Nimdzi 100 2025,2,Established,2011,HIGH,2025-01,Analyst,"Cloud-based OTT localization \+ delivery, vendor-agnostic workflow",,,
SVM-02766,ST-ME-003-02-01,VND-1046,MainStreaming,Major Contender,Gartner 2025,2,Established,2012,HIGH,2025-01,Analyst,"Edge CDN, OTT platform delivery, multi-region redundancy",,,
SVM-02767,ST-ME-003-03-01,VND-0291,Amazon Prime Video Tech,Leader,Market Analysis,1,Established,2015,HIGH,2025-01,Analyst,"Streaming platform operations, content management, recommendation engine",,,
SVM-02768,ST-ME-003-03-01,VND-1148,Netflix Technical Infrastructure,Leader,Industry Reputation,1,Established,2007,HIGH,2025-01,Analyst,"Streaming operations, global CDN, encoding optimization",,,
SVM-02769,ST-ME-003-03-01,VND-0419,Brightcove,Leader,Gartner Magic Quadrant,1,Established,2004,HIGH,2025-01,Analyst,"OTT streaming platform, video management, eCDN",,,
SVM-02770,ST-ME-003-04-01,VND-0774,Framestore,Major Contender,Post-Production Market,2,Established,1986,HIGH,2025-01,Analyst,"Custom app development, interactive experiences, gaming integration",,,
SVM-02771,ST-ME-003-04-01,VND-1565,The Mill,Major Contender,Vitrina Analysis,2,Established,1990,HIGH,2025-01,Analyst,"Player customization, branded experiences, HTML5 apps",,,
SVM-02772,ST-ME-003-04-01,VND-0315,AppLovin (Mobile Focus),Major Contender,Industry Directory,2,Established,2011,HIGH,2025-01,Analyst,"Mobile app distribution, analytics platform",,,
SVM-02773,ST-ME-004-01-01,VND-1465,Sony/BMG Rights Solutions,Leader,Industry Survey,1,Established,1968,HIGH,2025-01,Analyst,"Rights tracking, chain-of-title, music copyright database",,,
SVM-02774,ST-ME-004-01-01,VND-1128,Music Bed (Rights Mgmt),Major Contender,Industry Directory,2,Established,2012,HIGH,2025-01,Analyst,"Licensing platform, rights verification, clearance workflow",,,
SVM-02775,ST-ME-004-01-01,VND-0536,ConsensusCT,Challenger,Rights Tech,3,Established,2008,HIGH,2025-01,Analyst,"Film rights registry, distribution tracking",,,
SVM-02776,ST-ME-004-01-02,VND-0648,EY Advisory,Leader,Media Industry Analysis,1,Established,1989,HIGH,2025-01,Analyst,"Royalty calculation, audit, financial reporting",,,
SVM-02777,ST-ME-004-01-02,VND-0433,CISAC (Rights Mgmt),Major Contender,Industry Standard,2,Established,1926,HIGH,2025-01,Analyst,"Royalty society coordination, payment distribution",,,
SVM-02778,ST-ME-004-01-02,VND-1129,Music Bed Pro,Challenger,Rights Tech,3,Established,2012,HIGH,2025-01,Analyst,"Automated royalty computation, reporting",,,
SVM-02779,ST-ME-004-01-03,VND-1350,RightsFlow,Leader,Licensing Industry,1,Established,2008,HIGH,2025-01,Analyst,"Rights clearance, music licensing, usage verification",,,
SVM-02780,ST-ME-004-01-03,VND-1078,Merlin (Digital Rights),Major Contender,Industry Directory,2,Established,2008,HIGH,2025-01,Analyst,"Independent label rights, licensing aggregation",,,
SVM-02781,ST-ME-004-01-03,VND-1207,Pacemakers (Licensing),Challenger,Rights Tech,3,Established,2010,HIGH,2025-01,Analyst,"Clearance platform, chain verification",,,
SVM-02782,ST-ME-004-02-01,VND-0917,Irdeto,Leader,Anti-Piracy Market,1,Established,1997,HIGH,2025-01,Analyst,"Content protection, piracy detection, security analytics",,,
SVM-02783,ST-ME-004-02-01,VND-1651,Verimatrix,Major Contender,Anti-Piracy Market,2,Established,1990,HIGH,2025-01,Analyst,"DRM anti-piracy intelligence, account security monitoring",,,
SVM-02784,ST-ME-004-02-01,VND-1326,Red Points,Major Contender,Piracy Report 2025,2,Established,2012,HIGH,2025-01,Analyst,"Automated takedown, piracy detection, brand protection",,,
SVM-02785,ST-ME-004-03-01,VND-0434,CISAC Societies,Leader,Royalty Administration,1,Established,1926,HIGH,2025-01,Analyst,"Songwriter/composer royalties, collection \+ distribution",,,
SVM-02786,ST-ME-004-03-01,VND-1467,SoundExchange,Major Contender,Royalty Administration,2,Established,2000,HIGH,2025-01,Analyst,"Digital performance royalties, licensing administration",,,
SVM-02787,ST-ME-004-03-01,VND-1229,Performing Rights Society,Major Contender,Administration,2,Established,1914,HIGH,2025-01,Analyst,"Performance royalties, writer compensation",,,
SVM-02788,ST-ME-004-04-01,VND-1090,Microsoft Azure RMS,Leader,DRM Market,1,Established,2006,HIGH,2025-01,Analyst,"Rights management system, access control, encryption",,,
SVM-02789,ST-ME-004-04-01,VND-0265,Adobe Content Cloud,Major Contender,DRM Market,2,Established,2019,HIGH,2025-01,Analyst,"Rights management, usage tracking, watermarking",,,
SVM-02790,ST-ME-004-04-01,VND-1181,OpenText/RWS Rights,Major Contender,DRM Market,2,Established,2015,HIGH,2025-01,Analyst,"Enterprise rights management, compliance tracking",,,
SVM-02791,ST-ME-005-01-01,VND-1729,ZOO Digital,Leader,Nimdzi 100 2025,1,Established,2011,HIGH,2025-01,Analyst,"Subtitle creation, SDH/closed caption, multilingual scaling",,,
SVM-02792,ST-ME-005-01-01,VND-1241,Pixelogic,Major Contender,Nimdzi 100 2025,2,Established,2016,HIGH,2025-01,Analyst,"Subtitling services, format delivery (SCC, ASS, WebVTT)",,,
SVM-02793,ST-ME-005-01-01,VND-1580,TransPerfect,Major Contender,Slator LSP Index,2,Established,1992,HIGH,2025-01,Analyst,"Professional subtitling, timing, technical verification",,,
SVM-02794,ST-ME-005-01-02,VND-1729,ZOO Digital,Leader,Nimdzi 100 2025,1,Established,2011,HIGH,2025-01,Analyst,"Subtitle translation, in-context localization, cultural adaptation",,,
SVM-02795,ST-ME-005-01-02,VND-0927,Iyuno,Major Contender,Slator LSP Index,2,Established,2001,HIGH,2025-01,Analyst,"Translation services (100+ languages), native speaker networks",,,
SVM-02796,ST-ME-005-01-02,VND-1580,TransPerfect,Major Contender,Slator LSP Index,2,Established,1992,HIGH,2025-01,Analyst,"Subtitle translation, regional dialect adaptation",,,
SVM-02797,ST-ME-005-01-03,VND-0927,Iyuno,Leader,Slator LSP Index,1,Established,2001,HIGH,2025-01,Analyst,"SDH/closed captioning, audio description, accessibility compliance",,,
